Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	4327	4339	100	2000	1	S14_20180306_060002.wav_4327	GreyGibbon
2	Spectrogram 1	1	4369	4381	100	2000	0.99	S14_20180306_060002.wav_4369	GreyGibbon
3	Spectrogram 1	1	4465	4477	100	2000	1	S14_20180306_060002.wav_4465	GreyGibbon
4	Spectrogram 1	1	4513	4525	100	2000	1	S14_20180306_060002.wav_4513	GreyGibbon
5	Spectrogram 1	1	4537	4549	100	2000	0.77	S14_20180306_060002.wav_4537	GreyGibbon
6	Spectrogram 1	1	4561	4573	100	2000	0.81	S14_20180306_060002.wav_4561	GreyGibbon
7	Spectrogram 1	1	4609	4621	100	2000	1	S14_20180306_060002.wav_4609	GreyGibbon
8	Spectrogram 1	1	4663	4675	100	2000	1	S14_20180306_060002.wav_4663	GreyGibbon
9	Spectrogram 1	1	4717	4729	100	2000	1	S14_20180306_060002.wav_4717	GreyGibbon
10	Spectrogram 1	1	4777	4789	100	2000	1	S14_20180306_060002.wav_4777	GreyGibbon
1	Spectrogram 1	1	4855	4867	100	2000	0.98	S14_20180306_060002.wav_4855	GreyGibbon
2	Spectrogram 1	1	4909	4921	100	2000	1	S14_20180306_060002.wav_4909	GreyGibbon
3	Spectrogram 1	1	5023	5035	100	2000	0.99	S14_20180306_060002.wav_5023	GreyGibbon
1	Spectrogram 1	1	6847	6859	100	2000	0.56	S14_20180306_060002.wav_6847	GreyGibbon
2	Spectrogram 1	1	6925	6937	100	2000	0.65	S14_20180306_060002.wav_6925	GreyGibbon
3	Spectrogram 1	1	7051	7063	100	2000	0.99	S14_20180306_060002.wav_7051	GreyGibbon
4	Spectrogram 1	1	7111	7123	100	2000	0.87	S14_20180306_060002.wav_7111	GreyGibbon
