Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	4555	4567	100	2000	0.57	S17_20180422_060002.wav_4555	GreyGibbon
2	Spectrogram 1	1	4771	4783	100	2000	0.99	S17_20180422_060002.wav_4771	GreyGibbon
1	Spectrogram 1	1	4939	4951	100	2000	0.75	S17_20180422_060002.wav_4939	GreyGibbon
2	Spectrogram 1	1	4999	5011	100	2000	0.85	S17_20180422_060002.wav_4999	GreyGibbon
3	Spectrogram 1	1	5035	5047	100	2000	0.98	S17_20180422_060002.wav_5035	GreyGibbon
4	Spectrogram 1	1	5065	5077	100	2000	0.99	S17_20180422_060002.wav_5065	GreyGibbon
5	Spectrogram 1	1	5101	5113	100	2000	0.99	S17_20180422_060002.wav_5101	GreyGibbon
6	Spectrogram 1	1	5137	5149	100	2000	0.94	S17_20180422_060002.wav_5137	GreyGibbon
7	Spectrogram 1	1	5179	5191	100	2000	0.99	S17_20180422_060002.wav_5179	GreyGibbon
8	Spectrogram 1	1	5221	5233	100	2000	0.97	S17_20180422_060002.wav_5221	GreyGibbon
9	Spectrogram 1	1	5257	5269	100	2000	0.99	S17_20180422_060002.wav_5257	GreyGibbon
10	Spectrogram 1	1	5299	5311	100	2000	0.97	S17_20180422_060002.wav_5299	GreyGibbon
11	Spectrogram 1	1	5341	5353	100	2000	0.99	S17_20180422_060002.wav_5341	GreyGibbon
12	Spectrogram 1	1	5377	5389	100	2000	0.99	S17_20180422_060002.wav_5377	GreyGibbon
1	Spectrogram 1	1	5503	5515	100	2000	0.89	S17_20180422_060002.wav_5503	GreyGibbon
2	Spectrogram 1	1	5551	5563	100	2000	0.62	S17_20180422_060002.wav_5551	GreyGibbon
3	Spectrogram 1	1	5593	5605	100	2000	0.9	S17_20180422_060002.wav_5593	GreyGibbon
4	Spectrogram 1	1	5641	5653	100	2000	0.97	S17_20180422_060002.wav_5641	GreyGibbon
5	Spectrogram 1	1	5701	5713	100	2000	0.71	S17_20180422_060002.wav_5701	GreyGibbon
6	Spectrogram 1	1	5725	5737	100	2000	0.58	S17_20180422_060002.wav_5725	GreyGibbon
7	Spectrogram 1	1	5755	5767	100	2000	1	S17_20180422_060002.wav_5755	GreyGibbon
8	Spectrogram 1	1	5779	5791	100	2000	1	S17_20180422_060002.wav_5779	GreyGibbon
9	Spectrogram 1	1	5833	5845	100	2000	0.98	S17_20180422_060002.wav_5833	GreyGibbon
10	Spectrogram 1	1	5911	5923	100	2000	0.75	S17_20180422_060002.wav_5911	GreyGibbon
11	Spectrogram 1	1	5995	6007	100	2000	0.97	S17_20180422_060002.wav_5995	GreyGibbon
