Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1063	1075	100	2000	0.85	S12_20180328_060002.wav_1063	GreyGibbon
2	Spectrogram 1	1	1099	1111	100	2000	0.99	S12_20180328_060002.wav_1099	GreyGibbon
3	Spectrogram 1	1	607	619	100	2000	0.98	S12_20180328_060002.wav_607	GreyGibbon
4	Spectrogram 1	1	703	715	100	2000	0.53	S12_20180328_060002.wav_703	GreyGibbon
5	Spectrogram 1	1	811	823	100	2000	0.5	S12_20180328_060002.wav_811	GreyGibbon
1	Spectrogram 1	1	1327	1339	100	2000	0.82	S12_20180328_060002.wav_1327	GreyGibbon
2	Spectrogram 1	1	1399	1411	100	2000	0.65	S12_20180328_060002.wav_1399	GreyGibbon
3	Spectrogram 1	1	1417	1429	100	2000	0.96	S12_20180328_060002.wav_1417	GreyGibbon
1	Spectrogram 1	1	1885	1897	100	2000	0.97	S12_20180328_060002.wav_1885	GreyGibbon
2	Spectrogram 1	1	1909	1921	100	2000	0.99	S12_20180328_060002.wav_1909	GreyGibbon
3	Spectrogram 1	1	1939	1951	100	2000	0.96	S12_20180328_060002.wav_1939	GreyGibbon
4	Spectrogram 1	1	1969	1981	100	2000	0.97	S12_20180328_060002.wav_1969	GreyGibbon
5	Spectrogram 1	1	1999	2011	100	2000	1	S12_20180328_060002.wav_1999	GreyGibbon
6	Spectrogram 1	1	2029	2041	100	2000	0.97	S12_20180328_060002.wav_2029	GreyGibbon
7	Spectrogram 1	1	2065	2077	100	2000	0.82	S12_20180328_060002.wav_2065	GreyGibbon
8	Spectrogram 1	1	2101	2113	100	2000	0.69	S12_20180328_060002.wav_2101	GreyGibbon
9	Spectrogram 1	1	2131	2143	100	2000	0.98	S12_20180328_060002.wav_2131	GreyGibbon
10	Spectrogram 1	1	2161	2173	100	2000	0.73	S12_20180328_060002.wav_2161	GreyGibbon
11	Spectrogram 1	1	2197	2209	100	2000	1	S12_20180328_060002.wav_2197	GreyGibbon
12	Spectrogram 1	1	2245	2257	100	2000	0.99	S12_20180328_060002.wav_2245	GreyGibbon
13	Spectrogram 1	1	2281	2293	100	2000	0.98	S12_20180328_060002.wav_2281	GreyGibbon
14	Spectrogram 1	1	2317	2329	100	2000	0.93	S12_20180328_060002.wav_2317	GreyGibbon
15	Spectrogram 1	1	2359	2371	100	2000	0.95	S12_20180328_060002.wav_2359	GreyGibbon
16	Spectrogram 1	1	2401	2413	100	2000	0.98	S12_20180328_060002.wav_2401	GreyGibbon
1	Spectrogram 1	1	2401	2413	100	2000	0.98	S12_20180328_060002.wav_2401	GreyGibbon
2	Spectrogram 1	1	2449	2461	100	2000	1	S12_20180328_060002.wav_2449	GreyGibbon
3	Spectrogram 1	1	2509	2521	100	2000	0.93	S12_20180328_060002.wav_2509	GreyGibbon
1	Spectrogram 1	1	3985	3997	100	2000	0.99	S12_20180328_060002.wav_3985	GreyGibbon
