Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	6373	6385	100	2000	0.83	S11_20180320_060002.wav_6373	GreyGibbon
2	Spectrogram 1	1	6391	6403	100	2000	0.64	S11_20180320_060002.wav_6391	GreyGibbon
3	Spectrogram 1	1	6415	6427	100	2000	1	S11_20180320_060002.wav_6415	GreyGibbon
4	Spectrogram 1	1	6469	6481	100	2000	0.99	S11_20180320_060002.wav_6469	GreyGibbon
5	Spectrogram 1	1	6529	6541	100	2000	0.99	S11_20180320_060002.wav_6529	GreyGibbon
6	Spectrogram 1	1	6583	6595	100	2000	1	S11_20180320_060002.wav_6583	GreyGibbon
7	Spectrogram 1	1	6601	6613	100	2000	0.61	S11_20180320_060002.wav_6601	GreyGibbon
8	Spectrogram 1	1	6661	6673	100	2000	0.99	S11_20180320_060002.wav_6661	GreyGibbon
9	Spectrogram 1	1	6715	6727	100	2000	1	S11_20180320_060002.wav_6715	GreyGibbon
10	Spectrogram 1	1	6733	6745	100	2000	0.67	S11_20180320_060002.wav_6733	GreyGibbon
11	Spectrogram 1	1	6763	6775	100	2000	0.95	S11_20180320_060002.wav_6763	GreyGibbon
12	Spectrogram 1	1	6775	6787	100	2000	0.64	S11_20180320_060002.wav_6775	GreyGibbon
13	Spectrogram 1	1	6817	6829	100	2000	1	S11_20180320_060002.wav_6817	GreyGibbon
14	Spectrogram 1	1	6865	6877	100	2000	1	S11_20180320_060002.wav_6865	GreyGibbon
15	Spectrogram 1	1	6901	6913	100	2000	1	S11_20180320_060002.wav_6901	GreyGibbon
16	Spectrogram 1	1	6919	6931	100	2000	0.97	S11_20180320_060002.wav_6919	GreyGibbon
17	Spectrogram 1	1	6985	6997	100	2000	0.64	S11_20180320_060002.wav_6985	GreyGibbon
18	Spectrogram 1	1	7057	7069	100	2000	1	S11_20180320_060002.wav_7057	GreyGibbon
19	Spectrogram 1	1	7123	7135	100	2000	0.98	S11_20180320_060002.wav_7123	GreyGibbon
20	Spectrogram 1	1	7177	7189	100	2000	0.93	S11_20180320_060002.wav_7177	GreyGibbon
