Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	307	319	100	2000	0.74	S20_20180309_060002.wav_307	GreyGibbon
2	Spectrogram 1	1	319	331	100	2000	0.81	S20_20180309_060002.wav_319	GreyGibbon
1	Spectrogram 1	1	5791	5803	100	2000	0.97	S20_20180309_060002.wav_5791	GreyGibbon
2	Spectrogram 1	1	5845	5857	100	2000	0.69	S20_20180309_060002.wav_5845	GreyGibbon
3	Spectrogram 1	1	5911	5923	100	2000	1	S20_20180309_060002.wav_5911	GreyGibbon
1	Spectrogram 1	1	6067	6079	100	2000	0.85	S20_20180309_060002.wav_6067	GreyGibbon
2	Spectrogram 1	1	6127	6139	100	2000	1	S20_20180309_060002.wav_6127	GreyGibbon
3	Spectrogram 1	1	6193	6205	100	2000	0.99	S20_20180309_060002.wav_6193	GreyGibbon
4	Spectrogram 1	1	6241	6253	100	2000	1	S20_20180309_060002.wav_6241	GreyGibbon
5	Spectrogram 1	1	6307	6319	100	2000	1	S20_20180309_060002.wav_6307	GreyGibbon
6	Spectrogram 1	1	6391	6403	100	2000	1	S20_20180309_060002.wav_6391	GreyGibbon
7	Spectrogram 1	1	6463	6475	100	2000	1	S20_20180309_060002.wav_6463	GreyGibbon
8	Spectrogram 1	1	6529	6541	100	2000	1	S20_20180309_060002.wav_6529	GreyGibbon
9	Spectrogram 1	1	6631	6643	100	2000	1	S20_20180309_060002.wav_6631	GreyGibbon
10	Spectrogram 1	1	6703	6715	100	2000	1	S20_20180309_060002.wav_6703	GreyGibbon
11	Spectrogram 1	1	6799	6811	100	2000	1	S20_20180309_060002.wav_6799	GreyGibbon
12	Spectrogram 1	1	6883	6895	100	2000	1	S20_20180309_060002.wav_6883	GreyGibbon
