Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	5833	5845	100	2000	0.99	S19_20180307_060002.wav_5833	GreyGibbon
2	Spectrogram 1	1	5869	5881	100	2000	0.82	S19_20180307_060002.wav_5869	GreyGibbon
1	Spectrogram 1	1	6463	6475	100	2000	0.96	S19_20180307_060002.wav_6463	GreyGibbon
2	Spectrogram 1	1	6523	6535	100	2000	0.78	S19_20180307_060002.wav_6523	GreyGibbon
3	Spectrogram 1	1	6565	6577	100	2000	0.61	S19_20180307_060002.wav_6565	GreyGibbon
4	Spectrogram 1	1	6601	6613	100	2000	1	S19_20180307_060002.wav_6601	GreyGibbon
5	Spectrogram 1	1	6643	6655	100	2000	1	S19_20180307_060002.wav_6643	GreyGibbon
6	Spectrogram 1	1	6673	6685	100	2000	0.99	S19_20180307_060002.wav_6673	GreyGibbon
7	Spectrogram 1	1	6697	6709	100	2000	1	S19_20180307_060002.wav_6697	GreyGibbon
8	Spectrogram 1	1	6745	6757	100	2000	1	S19_20180307_060002.wav_6745	GreyGibbon
9	Spectrogram 1	1	6805	6817	100	2000	0.97	S19_20180307_060002.wav_6805	GreyGibbon
10	Spectrogram 1	1	6853	6865	100	2000	0.99	S19_20180307_060002.wav_6853	GreyGibbon
11	Spectrogram 1	1	6877	6889	100	2000	0.96	S19_20180307_060002.wav_6877	GreyGibbon
12	Spectrogram 1	1	6931	6943	100	2000	1	S19_20180307_060002.wav_6931	GreyGibbon
13	Spectrogram 1	1	6979	6991	100	2000	0.89	S19_20180307_060002.wav_6979	GreyGibbon
14	Spectrogram 1	1	7003	7015	100	2000	1	S19_20180307_060002.wav_7003	GreyGibbon
15	Spectrogram 1	1	7057	7069	100	2000	0.99	S19_20180307_060002.wav_7057	GreyGibbon
16	Spectrogram 1	1	7099	7111	100	2000	0.99	S19_20180307_060002.wav_7099	GreyGibbon
17	Spectrogram 1	1	7165	7177	100	2000	0.99	S19_20180307_060002.wav_7165	GreyGibbon
