Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1303	1315	100	2000	1	S18_20180426_060002.wav_1303	GreyGibbon
2	Spectrogram 1	1	1339	1351	100	2000	1	S18_20180426_060002.wav_1339	GreyGibbon
3	Spectrogram 1	1	1369	1381	100	2000	0.99	S18_20180426_060002.wav_1369	GreyGibbon
4	Spectrogram 1	1	1423	1435	100	2000	1	S18_20180426_060002.wav_1423	GreyGibbon
5	Spectrogram 1	1	1459	1471	100	2000	0.99	S18_20180426_060002.wav_1459	GreyGibbon
6	Spectrogram 1	1	1501	1513	100	2000	1	S18_20180426_060002.wav_1501	GreyGibbon
7	Spectrogram 1	1	1543	1555	100	2000	1	S18_20180426_060002.wav_1543	GreyGibbon
8	Spectrogram 1	1	1579	1591	100	2000	1	S18_20180426_060002.wav_1579	GreyGibbon
9	Spectrogram 1	1	1627	1639	100	2000	1	S18_20180426_060002.wav_1627	GreyGibbon
10	Spectrogram 1	1	1675	1687	100	2000	0.84	S18_20180426_060002.wav_1675	GreyGibbon
11	Spectrogram 1	1	1717	1729	100	2000	0.9	S18_20180426_060002.wav_1717	GreyGibbon
12	Spectrogram 1	1	1759	1771	100	2000	1	S18_20180426_060002.wav_1759	GreyGibbon
13	Spectrogram 1	1	1801	1813	100	2000	1	S18_20180426_060002.wav_1801	GreyGibbon
1	Spectrogram 1	1	1807	1819	100	2000	0.98	S18_20180426_060002.wav_1807	GreyGibbon
2	Spectrogram 1	1	1855	1867	100	2000	0.81	S18_20180426_060002.wav_1855	GreyGibbon
1	Spectrogram 1	1	4753	4765	100	2000	0.99	S18_20180426_060002.wav_4753	GreyGibbon
2	Spectrogram 1	1	4789	4801	100	2000	0.99	S18_20180426_060002.wav_4789	GreyGibbon
1	Spectrogram 1	1	4825	4837	100	2000	0.51	S18_20180426_060002.wav_4825	GreyGibbon
2	Spectrogram 1	1	4861	4873	100	2000	0.97	S18_20180426_060002.wav_4861	GreyGibbon
3	Spectrogram 1	1	4897	4909	100	2000	1	S18_20180426_060002.wav_4897	GreyGibbon
4	Spectrogram 1	1	4939	4951	100	2000	1	S18_20180426_060002.wav_4939	GreyGibbon
5	Spectrogram 1	1	4975	4987	100	2000	0.96	S18_20180426_060002.wav_4975	GreyGibbon
6	Spectrogram 1	1	5035	5047	100	2000	0.98	S18_20180426_060002.wav_5035	GreyGibbon
7	Spectrogram 1	1	5077	5089	100	2000	0.99	S18_20180426_060002.wav_5077	GreyGibbon
8	Spectrogram 1	1	5113	5125	100	2000	0.99	S18_20180426_060002.wav_5113	GreyGibbon
9	Spectrogram 1	1	5155	5167	100	2000	0.98	S18_20180426_060002.wav_5155	GreyGibbon
10	Spectrogram 1	1	5197	5209	100	2000	0.93	S18_20180426_060002.wav_5197	GreyGibbon
11	Spectrogram 1	1	5233	5245	100	2000	1	S18_20180426_060002.wav_5233	GreyGibbon
12	Spectrogram 1	1	5287	5299	100	2000	0.99	S18_20180426_060002.wav_5287	GreyGibbon
13	Spectrogram 1	1	5341	5353	100	2000	0.99	S18_20180426_060002.wav_5341	GreyGibbon
14	Spectrogram 1	1	5395	5407	100	2000	0.98	S18_20180426_060002.wav_5395	GreyGibbon
