Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1903	1915	100	2000	1	S11_20180307_060002.wav_1903	GreyGibbon
2	Spectrogram 1	1	1939	1951	100	2000	1	S11_20180307_060002.wav_1939	GreyGibbon
3	Spectrogram 1	1	1987	1999	100	2000	1	S11_20180307_060002.wav_1987	GreyGibbon
4	Spectrogram 1	1	2047	2059	100	2000	0.99	S11_20180307_060002.wav_2047	GreyGibbon
1	Spectrogram 1	1	5503	5515	100	2000	0.97	S11_20180307_060002.wav_5503	GreyGibbon
2	Spectrogram 1	1	5539	5551	100	2000	0.99	S11_20180307_060002.wav_5539	GreyGibbon
3	Spectrogram 1	1	5587	5599	100	2000	0.92	S11_20180307_060002.wav_5587	GreyGibbon
4	Spectrogram 1	1	5629	5641	100	2000	0.99	S11_20180307_060002.wav_5629	GreyGibbon
5	Spectrogram 1	1	5683	5695	100	2000	1	S11_20180307_060002.wav_5683	GreyGibbon
6	Spectrogram 1	1	5725	5737	100	2000	0.87	S11_20180307_060002.wav_5725	GreyGibbon
