Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3655	3667	100	2000	0.97	S19_20180214_060002.wav_3655	GreyGibbon
2	Spectrogram 1	1	3703	3715	100	2000	1	S19_20180214_060002.wav_3703	GreyGibbon
3	Spectrogram 1	1	3763	3775	100	2000	0.97	S19_20180214_060002.wav_3763	GreyGibbon
1	Spectrogram 1	1	4411	4423	100	2000	1	S19_20180214_060002.wav_4411	GreyGibbon
2	Spectrogram 1	1	4447	4459	100	2000	1	S19_20180214_060002.wav_4447	GreyGibbon
3	Spectrogram 1	1	4501	4513	100	2000	1	S19_20180214_060002.wav_4501	GreyGibbon
4	Spectrogram 1	1	4567	4579	100	2000	1	S19_20180214_060002.wav_4567	GreyGibbon
5	Spectrogram 1	1	4621	4633	100	2000	1	S19_20180214_060002.wav_4621	GreyGibbon
6	Spectrogram 1	1	4675	4687	100	2000	0.83	S19_20180214_060002.wav_4675	GreyGibbon
7	Spectrogram 1	1	4711	4723	100	2000	0.85	S19_20180214_060002.wav_4711	GreyGibbon
8	Spectrogram 1	1	4723	4735	100	2000	0.63	S19_20180214_060002.wav_4723	GreyGibbon
9	Spectrogram 1	1	4765	4777	100	2000	1	S19_20180214_060002.wav_4765	GreyGibbon
1	Spectrogram 1	1	4879	4891	100	2000	1	S19_20180214_060002.wav_4879	GreyGibbon
2	Spectrogram 1	1	4999	5011	100	2000	1	S19_20180214_060002.wav_4999	GreyGibbon
3	Spectrogram 1	1	5191	5203	100	2000	0.99	S19_20180214_060002.wav_5191	GreyGibbon
1	Spectrogram 1	1	5599	5611	100	2000	1	S19_20180214_060002.wav_5599	GreyGibbon
2	Spectrogram 1	1	5665	5677	100	2000	0.99	S19_20180214_060002.wav_5665	GreyGibbon
3	Spectrogram 1	1	5887	5899	100	2000	1	S19_20180214_060002.wav_5887	GreyGibbon
4	Spectrogram 1	1	5923	5935	100	2000	0.75	S19_20180214_060002.wav_5923	GreyGibbon
5	Spectrogram 1	1	5959	5971	100	2000	1	S19_20180214_060002.wav_5959	GreyGibbon
6	Spectrogram 1	1	6001	6013	100	2000	1	S19_20180214_060002.wav_6001	GreyGibbon
1	Spectrogram 1	1	6001	6013	100	2000	1	S19_20180214_060002.wav_6001	GreyGibbon
2	Spectrogram 1	1	6043	6055	100	2000	1	S19_20180214_060002.wav_6043	GreyGibbon
3	Spectrogram 1	1	6091	6103	100	2000	1	S19_20180214_060002.wav_6091	GreyGibbon
4	Spectrogram 1	1	6301	6313	100	2000	0.98	S19_20180214_060002.wav_6301	GreyGibbon
5	Spectrogram 1	1	6403	6415	100	2000	0.87	S19_20180214_060002.wav_6403	GreyGibbon
6	Spectrogram 1	1	6445	6457	100	2000	1	S19_20180214_060002.wav_6445	GreyGibbon
7	Spectrogram 1	1	6517	6529	100	2000	0.84	S19_20180214_060002.wav_6517	GreyGibbon
8	Spectrogram 1	1	6685	6697	100	2000	1	S19_20180214_060002.wav_6685	GreyGibbon
9	Spectrogram 1	1	6853	6865	100	2000	0.99	S19_20180214_060002.wav_6853	GreyGibbon
10	Spectrogram 1	1	6931	6943	100	2000	0.97	S19_20180214_060002.wav_6931	GreyGibbon
11	Spectrogram 1	1	6997	7009	100	2000	1	S19_20180214_060002.wav_6997	GreyGibbon
12	Spectrogram 1	1	7105	7117	100	2000	0.97	S19_20180214_060002.wav_7105	GreyGibbon
13	Spectrogram 1	1	7165	7177	100	2000	1	S19_20180214_060002.wav_7165	GreyGibbon
