Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	955	967	100	2000	0.54	S13_20180414_060002.wav_955	GreyGibbon
1	Spectrogram 1	1	1561	1573	100	2000	0.67	S13_20180414_060002.wav_1561	GreyGibbon
2	Spectrogram 1	1	1687	1699	100	2000	0.51	S13_20180414_060002.wav_1687	GreyGibbon
1	Spectrogram 1	1	3397	3409	100	2000	0.55	S13_20180414_060002.wav_3397	GreyGibbon
2	Spectrogram 1	1	3493	3505	100	2000	0.5	S13_20180414_060002.wav_3493	GreyGibbon
1	Spectrogram 1	1	4507	4519	100	2000	1	S13_20180414_060002.wav_4507	GreyGibbon
2	Spectrogram 1	1	4561	4573	100	2000	0.98	S13_20180414_060002.wav_4561	GreyGibbon
3	Spectrogram 1	1	4657	4669	100	2000	0.84	S13_20180414_060002.wav_4657	GreyGibbon
4	Spectrogram 1	1	4711	4723	100	2000	0.99	S13_20180414_060002.wav_4711	GreyGibbon
5	Spectrogram 1	1	4777	4789	100	2000	1	S13_20180414_060002.wav_4777	GreyGibbon
1	Spectrogram 1	1	4843	4855	100	2000	0.85	S13_20180414_060002.wav_4843	GreyGibbon
2	Spectrogram 1	1	4921	4933	100	2000	0.87	S13_20180414_060002.wav_4921	GreyGibbon
3	Spectrogram 1	1	5023	5035	100	2000	0.87	S13_20180414_060002.wav_5023	GreyGibbon
4	Spectrogram 1	1	5095	5107	100	2000	0.88	S13_20180414_060002.wav_5095	GreyGibbon
5	Spectrogram 1	1	5179	5191	100	2000	0.99	S13_20180414_060002.wav_5179	GreyGibbon
6	Spectrogram 1	1	5287	5299	100	2000	0.97	S13_20180414_060002.wav_5287	GreyGibbon
7	Spectrogram 1	1	5395	5407	100	2000	0.98	S13_20180414_060002.wav_5395	GreyGibbon
1	Spectrogram 1	1	5479	5491	100	2000	0.99	S13_20180414_060002.wav_5479	GreyGibbon
2	Spectrogram 1	1	5569	5581	100	2000	0.99	S13_20180414_060002.wav_5569	GreyGibbon
3	Spectrogram 1	1	5623	5635	100	2000	0.98	S13_20180414_060002.wav_5623	GreyGibbon
4	Spectrogram 1	1	5701	5713	100	2000	0.98	S13_20180414_060002.wav_5701	GreyGibbon
