Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	295	307	100	2000	0.88	S20_20180322_060002.wav_295	GreyGibbon
1	Spectrogram 1	1	1399	1411	100	2000	0.98	S20_20180322_060002.wav_1399	GreyGibbon
2	Spectrogram 1	1	1453	1465	100	2000	0.95	S20_20180322_060002.wav_1453	GreyGibbon
3	Spectrogram 1	1	1513	1525	100	2000	1	S20_20180322_060002.wav_1513	GreyGibbon
4	Spectrogram 1	1	1567	1579	100	2000	0.98	S20_20180322_060002.wav_1567	GreyGibbon
5	Spectrogram 1	1	1615	1627	100	2000	0.99	S20_20180322_060002.wav_1615	GreyGibbon
6	Spectrogram 1	1	1705	1717	100	2000	1	S20_20180322_060002.wav_1705	GreyGibbon
1	Spectrogram 1	1	1819	1831	100	2000	0.77	S20_20180322_060002.wav_1819	GreyGibbon
1	Spectrogram 1	1	4201	4213	100	2000	0.8	S20_20180322_060002.wav_4201	GreyGibbon
1	Spectrogram 1	1	4207	4219	100	2000	0.98	S20_20180322_060002.wav_4207	GreyGibbon
2	Spectrogram 1	1	4243	4255	100	2000	0.88	S20_20180322_060002.wav_4243	GreyGibbon
3	Spectrogram 1	1	4399	4411	100	2000	0.84	S20_20180322_060002.wav_4399	GreyGibbon
4	Spectrogram 1	1	4453	4465	100	2000	0.81	S20_20180322_060002.wav_4453	GreyGibbon
5	Spectrogram 1	1	4471	4483	100	2000	0.84	S20_20180322_060002.wav_4471	GreyGibbon
6	Spectrogram 1	1	4519	4531	100	2000	0.99	S20_20180322_060002.wav_4519	GreyGibbon
7	Spectrogram 1	1	4609	4621	100	2000	0.6	S20_20180322_060002.wav_4609	GreyGibbon
1	Spectrogram 1	1	4813	4825	100	2000	0.51	S20_20180322_060002.wav_4813	GreyGibbon
2	Spectrogram 1	1	4849	4861	100	2000	0.67	S20_20180322_060002.wav_4849	GreyGibbon
3	Spectrogram 1	1	4939	4951	100	2000	0.87	S20_20180322_060002.wav_4939	GreyGibbon
4	Spectrogram 1	1	4981	4993	100	2000	0.99	S20_20180322_060002.wav_4981	GreyGibbon
