Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	751	763	100	2000	0.57	S17_20180624_060002.wav_751	GreyGibbon
2	Spectrogram 1	1	799	811	100	2000	0.63	S17_20180624_060002.wav_799	GreyGibbon
1	Spectrogram 1	1	2023	2035	100	2000	0.96	S17_20180624_060002.wav_2023	GreyGibbon
1	Spectrogram 1	1	4927	4939	100	2000	1	S17_20180624_060002.wav_4927	GreyGibbon
2	Spectrogram 1	1	4963	4975	100	2000	0.99	S17_20180624_060002.wav_4963	GreyGibbon
3	Spectrogram 1	1	5011	5023	100	2000	1	S17_20180624_060002.wav_5011	GreyGibbon
4	Spectrogram 1	1	5083	5095	100	2000	1	S17_20180624_060002.wav_5083	GreyGibbon
5	Spectrogram 1	1	5131	5143	100	2000	1	S17_20180624_060002.wav_5131	GreyGibbon
6	Spectrogram 1	1	5191	5203	100	2000	0.99	S17_20180624_060002.wav_5191	GreyGibbon
7	Spectrogram 1	1	5257	5269	100	2000	0.99	S17_20180624_060002.wav_5257	GreyGibbon
8	Spectrogram 1	1	5317	5329	100	2000	1	S17_20180624_060002.wav_5317	GreyGibbon
9	Spectrogram 1	1	5377	5389	100	2000	1	S17_20180624_060002.wav_5377	GreyGibbon
1	Spectrogram 1	1	5443	5455	100	2000	0.99	S17_20180624_060002.wav_5443	GreyGibbon
2	Spectrogram 1	1	5515	5527	100	2000	0.98	S17_20180624_060002.wav_5515	GreyGibbon
3	Spectrogram 1	1	5581	5593	100	2000	0.98	S17_20180624_060002.wav_5581	GreyGibbon
4	Spectrogram 1	1	5653	5665	100	2000	1	S17_20180624_060002.wav_5653	GreyGibbon
5	Spectrogram 1	1	5743	5755	100	2000	1	S17_20180624_060002.wav_5743	GreyGibbon
