Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2683	2695	100	2000	0.99	S19_20180228_060002.wav_2683	GreyGibbon
2	Spectrogram 1	1	2815	2827	100	2000	0.93	S19_20180228_060002.wav_2815	GreyGibbon
3	Spectrogram 1	1	2929	2941	100	2000	1	S19_20180228_060002.wav_2929	GreyGibbon
4	Spectrogram 1	1	2983	2995	100	2000	1	S19_20180228_060002.wav_2983	GreyGibbon
1	Spectrogram 1	1	3025	3037	100	2000	0.99	S19_20180228_060002.wav_3025	GreyGibbon
2	Spectrogram 1	1	3079	3091	100	2000	0.91	S19_20180228_060002.wav_3079	GreyGibbon
3	Spectrogram 1	1	3133	3145	100	2000	0.99	S19_20180228_060002.wav_3133	GreyGibbon
4	Spectrogram 1	1	3241	3253	100	2000	1	S19_20180228_060002.wav_3241	GreyGibbon
5	Spectrogram 1	1	3319	3331	100	2000	0.99	S19_20180228_060002.wav_3319	GreyGibbon
6	Spectrogram 1	1	3343	3355	100	2000	0.53	S19_20180228_060002.wav_3343	GreyGibbon
7	Spectrogram 1	1	3385	3397	100	2000	1	S19_20180228_060002.wav_3385	GreyGibbon
8	Spectrogram 1	1	3469	3481	100	2000	1	S19_20180228_060002.wav_3469	GreyGibbon
9	Spectrogram 1	1	3541	3553	100	2000	1	S19_20180228_060002.wav_3541	GreyGibbon
1	Spectrogram 1	1	3733	3745	100	2000	0.9	S19_20180228_060002.wav_3733	GreyGibbon
2	Spectrogram 1	1	3793	3805	100	2000	0.86	S19_20180228_060002.wav_3793	GreyGibbon
3	Spectrogram 1	1	3859	3871	100	2000	0.89	S19_20180228_060002.wav_3859	GreyGibbon
4	Spectrogram 1	1	4069	4081	100	2000	1	S19_20180228_060002.wav_4069	GreyGibbon
5	Spectrogram 1	1	4093	4105	100	2000	0.71	S19_20180228_060002.wav_4093	GreyGibbon
6	Spectrogram 1	1	4129	4141	100	2000	0.97	S19_20180228_060002.wav_4129	GreyGibbon
1	Spectrogram 1	1	4273	4285	100	2000	0.94	S19_20180228_060002.wav_4273	GreyGibbon
2	Spectrogram 1	1	4369	4381	100	2000	1	S19_20180228_060002.wav_4369	GreyGibbon
