Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1015	1027	100	2000	0.92	S12_20180401_060002.wav_1015	GreyGibbon
2	Spectrogram 1	1	1057	1069	100	2000	0.9	S12_20180401_060002.wav_1057	GreyGibbon
3	Spectrogram 1	1	1087	1099	100	2000	0.91	S12_20180401_060002.wav_1087	GreyGibbon
4	Spectrogram 1	1	799	811	100	2000	0.5	S12_20180401_060002.wav_799	GreyGibbon
5	Spectrogram 1	1	841	853	100	2000	0.88	S12_20180401_060002.wav_841	GreyGibbon
6	Spectrogram 1	1	931	943	100	2000	1	S12_20180401_060002.wav_931	GreyGibbon
1	Spectrogram 1	1	4939	4951	100	2000	0.62	S12_20180401_060002.wav_4939	GreyGibbon
2	Spectrogram 1	1	4963	4975	100	2000	0.9	S12_20180401_060002.wav_4963	GreyGibbon
3	Spectrogram 1	1	4987	4999	100	2000	0.84	S12_20180401_060002.wav_4987	GreyGibbon
4	Spectrogram 1	1	5017	5029	100	2000	0.65	S12_20180401_060002.wav_5017	GreyGibbon
5	Spectrogram 1	1	5041	5053	100	2000	0.58	S12_20180401_060002.wav_5041	GreyGibbon
6	Spectrogram 1	1	5071	5083	100	2000	0.99	S12_20180401_060002.wav_5071	GreyGibbon
7	Spectrogram 1	1	5101	5113	100	2000	0.84	S12_20180401_060002.wav_5101	GreyGibbon
8	Spectrogram 1	1	5131	5143	100	2000	0.81	S12_20180401_060002.wav_5131	GreyGibbon
9	Spectrogram 1	1	5161	5173	100	2000	0.82	S12_20180401_060002.wav_5161	GreyGibbon
10	Spectrogram 1	1	5191	5203	100	2000	1	S12_20180401_060002.wav_5191	GreyGibbon
11	Spectrogram 1	1	5215	5227	100	2000	0.56	S12_20180401_060002.wav_5215	GreyGibbon
12	Spectrogram 1	1	5317	5329	100	2000	0.61	S12_20180401_060002.wav_5317	GreyGibbon
13	Spectrogram 1	1	5347	5359	100	2000	0.54	S12_20180401_060002.wav_5347	GreyGibbon
14	Spectrogram 1	1	5383	5395	100	2000	0.59	S12_20180401_060002.wav_5383	GreyGibbon
1	Spectrogram 1	1	5449	5461	100	2000	0.81	S12_20180401_060002.wav_5449	GreyGibbon
2	Spectrogram 1	1	5581	5593	100	2000	0.99	S12_20180401_060002.wav_5581	GreyGibbon
3	Spectrogram 1	1	5611	5623	100	2000	0.88	S12_20180401_060002.wav_5611	GreyGibbon
4	Spectrogram 1	1	5683	5695	100	2000	0.97	S12_20180401_060002.wav_5683	GreyGibbon
5	Spectrogram 1	1	5725	5737	100	2000	0.81	S12_20180401_060002.wav_5725	GreyGibbon
6	Spectrogram 1	1	5767	5779	100	2000	0.99	S12_20180401_060002.wav_5767	GreyGibbon
7	Spectrogram 1	1	5851	5863	100	2000	0.99	S12_20180401_060002.wav_5851	GreyGibbon
8	Spectrogram 1	1	5887	5899	100	2000	1	S12_20180401_060002.wav_5887	GreyGibbon
9	Spectrogram 1	1	5965	5977	100	2000	0.99	S12_20180401_060002.wav_5965	GreyGibbon
1	Spectrogram 1	1	6079	6091	100	2000	0.89	S12_20180401_060002.wav_6079	GreyGibbon
2	Spectrogram 1	1	6949	6961	100	2000	0.94	S12_20180401_060002.wav_6949	GreyGibbon
