Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	4495	4507	100	2000	0.75	S16_20180220_060002.wav_4495	GreyGibbon
2	Spectrogram 1	1	4573	4585	100	2000	1	S16_20180220_060002.wav_4573	GreyGibbon
3	Spectrogram 1	1	4705	4717	100	2000	0.95	S16_20180220_060002.wav_4705	GreyGibbon
4	Spectrogram 1	1	4783	4795	100	2000	0.84	S16_20180220_060002.wav_4783	GreyGibbon
1	Spectrogram 1	1	4837	4849	100	2000	0.85	S16_20180220_060002.wav_4837	GreyGibbon
2	Spectrogram 1	1	4927	4939	100	2000	0.97	S16_20180220_060002.wav_4927	GreyGibbon
3	Spectrogram 1	1	4993	5005	100	2000	0.94	S16_20180220_060002.wav_4993	GreyGibbon
4	Spectrogram 1	1	5059	5071	100	2000	1	S16_20180220_060002.wav_5059	GreyGibbon
5	Spectrogram 1	1	5155	5167	100	2000	0.98	S16_20180220_060002.wav_5155	GreyGibbon
6	Spectrogram 1	1	5251	5263	100	2000	0.78	S16_20180220_060002.wav_5251	GreyGibbon
7	Spectrogram 1	1	5311	5323	100	2000	1	S16_20180220_060002.wav_5311	GreyGibbon
8	Spectrogram 1	1	5359	5371	100	2000	0.98	S16_20180220_060002.wav_5359	GreyGibbon
1	Spectrogram 1	1	5425	5437	100	2000	1	S16_20180220_060002.wav_5425	GreyGibbon
2	Spectrogram 1	1	5449	5461	100	2000	0.75	S16_20180220_060002.wav_5449	GreyGibbon
3	Spectrogram 1	1	5491	5503	100	2000	1	S16_20180220_060002.wav_5491	GreyGibbon
4	Spectrogram 1	1	5551	5563	100	2000	1	S16_20180220_060002.wav_5551	GreyGibbon
5	Spectrogram 1	1	5629	5641	100	2000	1	S16_20180220_060002.wav_5629	GreyGibbon
6	Spectrogram 1	1	5707	5719	100	2000	0.98	S16_20180220_060002.wav_5707	GreyGibbon
7	Spectrogram 1	1	5773	5785	100	2000	1	S16_20180220_060002.wav_5773	GreyGibbon
8	Spectrogram 1	1	5845	5857	100	2000	0.97	S16_20180220_060002.wav_5845	GreyGibbon
9	Spectrogram 1	1	5917	5929	100	2000	1	S16_20180220_060002.wav_5917	GreyGibbon
10	Spectrogram 1	1	5995	6007	100	2000	0.99	S16_20180220_060002.wav_5995	GreyGibbon
1	Spectrogram 1	1	6085	6097	100	2000	0.91	S16_20180220_060002.wav_6085	GreyGibbon
2	Spectrogram 1	1	6127	6139	100	2000	1	S16_20180220_060002.wav_6127	GreyGibbon
3	Spectrogram 1	1	6193	6205	100	2000	1	S16_20180220_060002.wav_6193	GreyGibbon
4	Spectrogram 1	1	6253	6265	100	2000	0.99	S16_20180220_060002.wav_6253	GreyGibbon
5	Spectrogram 1	1	6313	6325	100	2000	1	S16_20180220_060002.wav_6313	GreyGibbon
6	Spectrogram 1	1	6397	6409	100	2000	1	S16_20180220_060002.wav_6397	GreyGibbon
7	Spectrogram 1	1	6469	6481	100	2000	1	S16_20180220_060002.wav_6469	GreyGibbon
8	Spectrogram 1	1	6547	6559	100	2000	0.99	S16_20180220_060002.wav_6547	GreyGibbon
9	Spectrogram 1	1	6613	6625	100	2000	1	S16_20180220_060002.wav_6613	GreyGibbon
10	Spectrogram 1	1	6715	6727	100	2000	0.94	S16_20180220_060002.wav_6715	GreyGibbon
11	Spectrogram 1	1	6787	6799	100	2000	1	S16_20180220_060002.wav_6787	GreyGibbon
12	Spectrogram 1	1	6871	6883	100	2000	1	S16_20180220_060002.wav_6871	GreyGibbon
13	Spectrogram 1	1	6937	6949	100	2000	1	S16_20180220_060002.wav_6937	GreyGibbon
14	Spectrogram 1	1	7021	7033	100	2000	0.67	S16_20180220_060002.wav_7021	GreyGibbon
15	Spectrogram 1	1	7111	7123	100	2000	0.98	S16_20180220_060002.wav_7111	GreyGibbon
