Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2383	2395	100	2000	0.94	S12_20180309_060002.wav_2383	GreyGibbon
1	Spectrogram 1	1	2407	2419	100	2000	0.72	S12_20180309_060002.wav_2407	GreyGibbon
2	Spectrogram 1	1	2479	2491	100	2000	0.92	S12_20180309_060002.wav_2479	GreyGibbon
3	Spectrogram 1	1	2521	2533	100	2000	0.99	S12_20180309_060002.wav_2521	GreyGibbon
4	Spectrogram 1	1	2551	2563	100	2000	0.87	S12_20180309_060002.wav_2551	GreyGibbon
5	Spectrogram 1	1	2587	2599	100	2000	0.88	S12_20180309_060002.wav_2587	GreyGibbon
6	Spectrogram 1	1	2653	2665	100	2000	0.93	S12_20180309_060002.wav_2653	GreyGibbon
7	Spectrogram 1	1	2725	2737	100	2000	0.72	S12_20180309_060002.wav_2725	GreyGibbon
8	Spectrogram 1	1	2761	2773	100	2000	0.95	S12_20180309_060002.wav_2761	GreyGibbon
9	Spectrogram 1	1	2791	2803	100	2000	1	S12_20180309_060002.wav_2791	GreyGibbon
10	Spectrogram 1	1	2821	2833	100	2000	0.81	S12_20180309_060002.wav_2821	GreyGibbon
11	Spectrogram 1	1	2851	2863	100	2000	0.84	S12_20180309_060002.wav_2851	GreyGibbon
12	Spectrogram 1	1	2917	2929	100	2000	0.96	S12_20180309_060002.wav_2917	GreyGibbon
1	Spectrogram 1	1	4435	4447	100	2000	0.95	S12_20180309_060002.wav_4435	GreyGibbon
2	Spectrogram 1	1	4489	4501	100	2000	0.5	S12_20180309_060002.wav_4489	GreyGibbon
3	Spectrogram 1	1	4519	4531	100	2000	0.82	S12_20180309_060002.wav_4519	GreyGibbon
4	Spectrogram 1	1	4549	4561	100	2000	0.98	S12_20180309_060002.wav_4549	GreyGibbon
5	Spectrogram 1	1	4585	4597	100	2000	0.99	S12_20180309_060002.wav_4585	GreyGibbon
6	Spectrogram 1	1	4609	4621	100	2000	0.95	S12_20180309_060002.wav_4609	GreyGibbon
1	Spectrogram 1	1	4831	4843	100	2000	0.89	S12_20180309_060002.wav_4831	GreyGibbon
2	Spectrogram 1	1	5053	5065	100	2000	0.64	S12_20180309_060002.wav_5053	GreyGibbon
3	Spectrogram 1	1	5377	5389	100	2000	0.87	S12_20180309_060002.wav_5377	GreyGibbon
1	Spectrogram 1	1	5539	5551	100	2000	0.7	S12_20180309_060002.wav_5539	GreyGibbon
2	Spectrogram 1	1	5899	5911	100	2000	0.99	S12_20180309_060002.wav_5899	GreyGibbon
3	Spectrogram 1	1	5953	5965	100	2000	0.99	S12_20180309_060002.wav_5953	GreyGibbon
1	Spectrogram 1	1	6019	6031	100	2000	0.94	S12_20180309_060002.wav_6019	GreyGibbon
2	Spectrogram 1	1	6073	6085	100	2000	1	S12_20180309_060002.wav_6073	GreyGibbon
