Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1027	1039	100	2000	0.54	S19_20180710_060002.wav_1027	GreyGibbon
2	Spectrogram 1	1	1051	1063	100	2000	0.95	S19_20180710_060002.wav_1051	GreyGibbon
3	Spectrogram 1	1	1063	1075	100	2000	0.79	S19_20180710_060002.wav_1063	GreyGibbon
4	Spectrogram 1	1	1099	1111	100	2000	0.93	S19_20180710_060002.wav_1099	GreyGibbon
5	Spectrogram 1	1	1141	1153	100	2000	0.99	S19_20180710_060002.wav_1141	GreyGibbon
6	Spectrogram 1	1	1171	1183	100	2000	0.86	S19_20180710_060002.wav_1171	GreyGibbon
7	Spectrogram 1	1	901	913	100	2000	0.9	S19_20180710_060002.wav_901	GreyGibbon
1	Spectrogram 1	1	1219	1231	100	2000	0.96	S19_20180710_060002.wav_1219	GreyGibbon
2	Spectrogram 1	1	1261	1273	100	2000	0.86	S19_20180710_060002.wav_1261	GreyGibbon
3	Spectrogram 1	1	1315	1327	100	2000	0.99	S19_20180710_060002.wav_1315	GreyGibbon
4	Spectrogram 1	1	1477	1489	100	2000	0.87	S19_20180710_060002.wav_1477	GreyGibbon
5	Spectrogram 1	1	1537	1549	100	2000	0.51	S19_20180710_060002.wav_1537	GreyGibbon
6	Spectrogram 1	1	1579	1591	100	2000	0.62	S19_20180710_060002.wav_1579	GreyGibbon
7	Spectrogram 1	1	1609	1621	100	2000	0.5	S19_20180710_060002.wav_1609	GreyGibbon
1	Spectrogram 1	1	3703	3715	100	2000	0.98	S19_20180710_060002.wav_3703	GreyGibbon
2	Spectrogram 1	1	4093	4105	100	2000	1	S19_20180710_060002.wav_4093	GreyGibbon
3	Spectrogram 1	1	4135	4147	100	2000	0.99	S19_20180710_060002.wav_4135	GreyGibbon
4	Spectrogram 1	1	4177	4189	100	2000	1	S19_20180710_060002.wav_4177	GreyGibbon
1	Spectrogram 1	1	4231	4243	100	2000	1	S19_20180710_060002.wav_4231	GreyGibbon
2	Spectrogram 1	1	4291	4303	100	2000	1	S19_20180710_060002.wav_4291	GreyGibbon
3	Spectrogram 1	1	4345	4357	100	2000	1	S19_20180710_060002.wav_4345	GreyGibbon
4	Spectrogram 1	1	4411	4423	100	2000	1	S19_20180710_060002.wav_4411	GreyGibbon
5	Spectrogram 1	1	4477	4489	100	2000	1	S19_20180710_060002.wav_4477	GreyGibbon
6	Spectrogram 1	1	4531	4543	100	2000	1	S19_20180710_060002.wav_4531	GreyGibbon
7	Spectrogram 1	1	4585	4597	100	2000	1	S19_20180710_060002.wav_4585	GreyGibbon
8	Spectrogram 1	1	4723	4735	100	2000	1	S19_20180710_060002.wav_4723	GreyGibbon
9	Spectrogram 1	1	4783	4795	100	2000	1	S19_20180710_060002.wav_4783	GreyGibbon
1	Spectrogram 1	1	4855	4867	100	2000	1	S19_20180710_060002.wav_4855	GreyGibbon
2	Spectrogram 1	1	5353	5365	100	2000	0.82	S19_20180710_060002.wav_5353	GreyGibbon
1	Spectrogram 1	1	5479	5491	100	2000	0.63	S19_20180710_060002.wav_5479	GreyGibbon
2	Spectrogram 1	1	5545	5557	100	2000	0.95	S19_20180710_060002.wav_5545	GreyGibbon
3	Spectrogram 1	1	5611	5623	100	2000	0.62	S19_20180710_060002.wav_5611	GreyGibbon
4	Spectrogram 1	1	5689	5701	100	2000	0.67	S19_20180710_060002.wav_5689	GreyGibbon
5	Spectrogram 1	1	5791	5803	100	2000	0.98	S19_20180710_060002.wav_5791	GreyGibbon
1	Spectrogram 1	1	6013	6025	100	2000	0.99	S19_20180710_060002.wav_6013	GreyGibbon
2	Spectrogram 1	1	6037	6049	100	2000	1	S19_20180710_060002.wav_6037	GreyGibbon
3	Spectrogram 1	1	6079	6091	100	2000	0.98	S19_20180710_060002.wav_6079	GreyGibbon
4	Spectrogram 1	1	6109	6121	100	2000	1	S19_20180710_060002.wav_6109	GreyGibbon
5	Spectrogram 1	1	6151	6163	100	2000	1	S19_20180710_060002.wav_6151	GreyGibbon
6	Spectrogram 1	1	6193	6205	100	2000	1	S19_20180710_060002.wav_6193	GreyGibbon
7	Spectrogram 1	1	6241	6253	100	2000	1	S19_20180710_060002.wav_6241	GreyGibbon
8	Spectrogram 1	1	6313	6325	100	2000	1	S19_20180710_060002.wav_6313	GreyGibbon
9	Spectrogram 1	1	6373	6385	100	2000	1	S19_20180710_060002.wav_6373	GreyGibbon
10	Spectrogram 1	1	6433	6445	100	2000	0.57	S19_20180710_060002.wav_6433	GreyGibbon
11	Spectrogram 1	1	6475	6487	100	2000	0.98	S19_20180710_060002.wav_6475	GreyGibbon
12	Spectrogram 1	1	6529	6541	100	2000	1	S19_20180710_060002.wav_6529	GreyGibbon
13	Spectrogram 1	1	6583	6595	100	2000	1	S19_20180710_060002.wav_6583	GreyGibbon
14	Spectrogram 1	1	6637	6649	100	2000	1	S19_20180710_060002.wav_6637	GreyGibbon
15	Spectrogram 1	1	6691	6703	100	2000	1	S19_20180710_060002.wav_6691	GreyGibbon
16	Spectrogram 1	1	6757	6769	100	2000	1	S19_20180710_060002.wav_6757	GreyGibbon
