Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1579	1591	100	2000	0.67	S17_20180217_060002.wav_1579	GreyGibbon
1	Spectrogram 1	1	1819	1831	100	2000	0.69	S17_20180217_060002.wav_1819	GreyGibbon
2	Spectrogram 1	1	1831	1843	100	2000	0.54	S17_20180217_060002.wav_1831	GreyGibbon
1	Spectrogram 1	1	5755	5767	100	2000	1	S17_20180217_060002.wav_5755	GreyGibbon
2	Spectrogram 1	1	5803	5815	100	2000	0.93	S17_20180217_060002.wav_5803	GreyGibbon
3	Spectrogram 1	1	5845	5857	100	2000	1	S17_20180217_060002.wav_5845	GreyGibbon
4	Spectrogram 1	1	5911	5923	100	2000	1	S17_20180217_060002.wav_5911	GreyGibbon
5	Spectrogram 1	1	5965	5977	100	2000	1	S17_20180217_060002.wav_5965	GreyGibbon
1	Spectrogram 1	1	6025	6037	100	2000	1	S17_20180217_060002.wav_6025	GreyGibbon
2	Spectrogram 1	1	6055	6067	100	2000	0.98	S17_20180217_060002.wav_6055	GreyGibbon
3	Spectrogram 1	1	6091	6103	100	2000	1	S17_20180217_060002.wav_6091	GreyGibbon
4	Spectrogram 1	1	6145	6157	100	2000	1	S17_20180217_060002.wav_6145	GreyGibbon
5	Spectrogram 1	1	6205	6217	100	2000	1	S17_20180217_060002.wav_6205	GreyGibbon
6	Spectrogram 1	1	6277	6289	100	2000	1	S17_20180217_060002.wav_6277	GreyGibbon
7	Spectrogram 1	1	6361	6373	100	2000	1	S17_20180217_060002.wav_6361	GreyGibbon
8	Spectrogram 1	1	6427	6439	100	2000	1	S17_20180217_060002.wav_6427	GreyGibbon
9	Spectrogram 1	1	6505	6517	100	2000	1	S17_20180217_060002.wav_6505	GreyGibbon
