Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	685	697	100	2000	0.51	S18_20180217_060002.wav_685	GreyGibbon
1	Spectrogram 1	1	5209	5221	100	2000	0.94	S18_20180217_060002.wav_5209	GreyGibbon
2	Spectrogram 1	1	5383	5395	100	2000	0.94	S18_20180217_060002.wav_5383	GreyGibbon
1	Spectrogram 1	1	5443	5455	100	2000	0.99	S18_20180217_060002.wav_5443	GreyGibbon
2	Spectrogram 1	1	5527	5539	100	2000	0.68	S18_20180217_060002.wav_5527	GreyGibbon
3	Spectrogram 1	1	5545	5557	100	2000	0.98	S18_20180217_060002.wav_5545	GreyGibbon
4	Spectrogram 1	1	5593	5605	100	2000	0.99	S18_20180217_060002.wav_5593	GreyGibbon
5	Spectrogram 1	1	5689	5701	100	2000	0.82	S18_20180217_060002.wav_5689	GreyGibbon
6	Spectrogram 1	1	5701	5713	100	2000	0.58	S18_20180217_060002.wav_5701	GreyGibbon
7	Spectrogram 1	1	5761	5773	100	2000	1	S18_20180217_060002.wav_5761	GreyGibbon
8	Spectrogram 1	1	5779	5791	100	2000	0.83	S18_20180217_060002.wav_5779	GreyGibbon
9	Spectrogram 1	1	5809	5821	100	2000	0.82	S18_20180217_060002.wav_5809	GreyGibbon
10	Spectrogram 1	1	5821	5833	100	2000	1	S18_20180217_060002.wav_5821	GreyGibbon
11	Spectrogram 1	1	5857	5869	100	2000	0.64	S18_20180217_060002.wav_5857	GreyGibbon
1	Spectrogram 1	1	6031	6043	100	2000	1	S18_20180217_060002.wav_6031	GreyGibbon
2	Spectrogram 1	1	6097	6109	100	2000	0.99	S18_20180217_060002.wav_6097	GreyGibbon
3	Spectrogram 1	1	6157	6169	100	2000	0.99	S18_20180217_060002.wav_6157	GreyGibbon
4	Spectrogram 1	1	6283	6295	100	2000	0.97	S18_20180217_060002.wav_6283	GreyGibbon
5	Spectrogram 1	1	6367	6379	100	2000	0.85	S18_20180217_060002.wav_6367	GreyGibbon
6	Spectrogram 1	1	6439	6451	100	2000	0.5	S18_20180217_060002.wav_6439	GreyGibbon
7	Spectrogram 1	1	6511	6523	100	2000	0.79	S18_20180217_060002.wav_6511	GreyGibbon
