Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	6487	6499	100	2000	0.55	S20_20180304_060002.wav_6487	GreyGibbon
2	Spectrogram 1	1	6499	6511	100	2000	0.89	S20_20180304_060002.wav_6499	GreyGibbon
3	Spectrogram 1	1	6547	6559	100	2000	1	S20_20180304_060002.wav_6547	GreyGibbon
4	Spectrogram 1	1	6601	6613	100	2000	1	S20_20180304_060002.wav_6601	GreyGibbon
5	Spectrogram 1	1	6661	6673	100	2000	1	S20_20180304_060002.wav_6661	GreyGibbon
6	Spectrogram 1	1	6739	6751	100	2000	0.99	S20_20180304_060002.wav_6739	GreyGibbon
7	Spectrogram 1	1	6817	6829	100	2000	0.98	S20_20180304_060002.wav_6817	GreyGibbon
8	Spectrogram 1	1	6901	6913	100	2000	1	S20_20180304_060002.wav_6901	GreyGibbon
9	Spectrogram 1	1	6979	6991	100	2000	1	S20_20180304_060002.wav_6979	GreyGibbon
10	Spectrogram 1	1	7051	7063	100	2000	1	S20_20180304_060002.wav_7051	GreyGibbon
11	Spectrogram 1	1	7153	7165	100	2000	1	S20_20180304_060002.wav_7153	GreyGibbon
