Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	607	619	100	2000	0.51	S19_20180424_060002.wav_607	GreyGibbon
1	Spectrogram 1	1	2227	2239	100	2000	0.98	S19_20180424_060002.wav_2227	GreyGibbon
2	Spectrogram 1	1	2281	2293	100	2000	1	S19_20180424_060002.wav_2281	GreyGibbon
3	Spectrogram 1	1	2335	2347	100	2000	0.93	S19_20180424_060002.wav_2335	GreyGibbon
1	Spectrogram 1	1	2413	2425	100	2000	1	S19_20180424_060002.wav_2413	GreyGibbon
2	Spectrogram 1	1	2473	2485	100	2000	0.97	S19_20180424_060002.wav_2473	GreyGibbon
3	Spectrogram 1	1	2617	2629	100	2000	1	S19_20180424_060002.wav_2617	GreyGibbon
4	Spectrogram 1	1	2683	2695	100	2000	1	S19_20180424_060002.wav_2683	GreyGibbon
5	Spectrogram 1	1	2737	2749	100	2000	1	S19_20180424_060002.wav_2737	GreyGibbon
6	Spectrogram 1	1	2809	2821	100	2000	0.92	S19_20180424_060002.wav_2809	GreyGibbon
7	Spectrogram 1	1	2893	2905	100	2000	0.89	S19_20180424_060002.wav_2893	GreyGibbon
8	Spectrogram 1	1	2959	2971	100	2000	0.99	S19_20180424_060002.wav_2959	GreyGibbon
1	Spectrogram 1	1	3019	3031	100	2000	0.95	S19_20180424_060002.wav_3019	GreyGibbon
2	Spectrogram 1	1	3097	3109	100	2000	0.98	S19_20180424_060002.wav_3097	GreyGibbon
3	Spectrogram 1	1	3211	3223	100	2000	0.99	S19_20180424_060002.wav_3211	GreyGibbon
4	Spectrogram 1	1	3241	3253	100	2000	0.82	S19_20180424_060002.wav_3241	GreyGibbon
1	Spectrogram 1	1	4003	4015	100	2000	0.92	S19_20180424_060002.wav_4003	GreyGibbon
1	Spectrogram 1	1	5299	5311	100	2000	0.91	S19_20180424_060002.wav_5299	GreyGibbon
2	Spectrogram 1	1	5335	5347	100	2000	1	S19_20180424_060002.wav_5335	GreyGibbon
3	Spectrogram 1	1	5383	5395	100	2000	0.8	S19_20180424_060002.wav_5383	GreyGibbon
1	Spectrogram 1	1	5485	5497	100	2000	0.99	S19_20180424_060002.wav_5485	GreyGibbon
2	Spectrogram 1	1	5539	5551	100	2000	0.99	S19_20180424_060002.wav_5539	GreyGibbon
3	Spectrogram 1	1	5605	5617	100	2000	0.99	S19_20180424_060002.wav_5605	GreyGibbon
