Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	4747	4759	100	2000	0.94	S20_20180303_060002.wav_4747	GreyGibbon
2	Spectrogram 1	1	4795	4807	100	2000	0.82	S20_20180303_060002.wav_4795	GreyGibbon
1	Spectrogram 1	1	4813	4825	100	2000	0.99	S20_20180303_060002.wav_4813	GreyGibbon
2	Spectrogram 1	1	4849	4861	100	2000	0.77	S20_20180303_060002.wav_4849	GreyGibbon
3	Spectrogram 1	1	4873	4885	100	2000	0.69	S20_20180303_060002.wav_4873	GreyGibbon
4	Spectrogram 1	1	4927	4939	100	2000	0.53	S20_20180303_060002.wav_4927	GreyGibbon
5	Spectrogram 1	1	4945	4957	100	2000	0.99	S20_20180303_060002.wav_4945	GreyGibbon
6	Spectrogram 1	1	5011	5023	100	2000	0.98	S20_20180303_060002.wav_5011	GreyGibbon
7	Spectrogram 1	1	5041	5053	100	2000	0.66	S20_20180303_060002.wav_5041	GreyGibbon
8	Spectrogram 1	1	5257	5269	100	2000	0.99	S20_20180303_060002.wav_5257	GreyGibbon
9	Spectrogram 1	1	5311	5323	100	2000	1	S20_20180303_060002.wav_5311	GreyGibbon
1	Spectrogram 1	1	5407	5419	100	2000	0.97	S20_20180303_060002.wav_5407	GreyGibbon
