Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	4267	4279	100	2000	0.67	S20_20180226_060002.wav_4267	GreyGibbon
2	Spectrogram 1	1	4321	4333	100	2000	0.92	S20_20180226_060002.wav_4321	GreyGibbon
3	Spectrogram 1	1	4447	4459	100	2000	0.65	S20_20180226_060002.wav_4447	GreyGibbon
4	Spectrogram 1	1	4519	4531	100	2000	0.61	S20_20180226_060002.wav_4519	GreyGibbon
5	Spectrogram 1	1	4591	4603	100	2000	0.93	S20_20180226_060002.wav_4591	GreyGibbon
6	Spectrogram 1	1	4669	4681	100	2000	1	S20_20180226_060002.wav_4669	GreyGibbon
7	Spectrogram 1	1	4747	4759	100	2000	0.98	S20_20180226_060002.wav_4747	GreyGibbon
1	Spectrogram 1	1	4861	4873	100	2000	1	S20_20180226_060002.wav_4861	GreyGibbon
2	Spectrogram 1	1	4999	5011	100	2000	0.98	S20_20180226_060002.wav_4999	GreyGibbon
3	Spectrogram 1	1	5059	5071	100	2000	0.98	S20_20180226_060002.wav_5059	GreyGibbon
4	Spectrogram 1	1	5131	5143	100	2000	0.98	S20_20180226_060002.wav_5131	GreyGibbon
1	Spectrogram 1	1	6943	6955	100	2000	0.79	S20_20180226_060002.wav_6943	GreyGibbon
2	Spectrogram 1	1	6973	6985	100	2000	0.99	S20_20180226_060002.wav_6973	GreyGibbon
3	Spectrogram 1	1	7027	7039	100	2000	1	S20_20180226_060002.wav_7027	GreyGibbon
4	Spectrogram 1	1	7075	7087	100	2000	1	S20_20180226_060002.wav_7075	GreyGibbon
5	Spectrogram 1	1	7129	7141	100	2000	0.99	S20_20180226_060002.wav_7129	GreyGibbon
6	Spectrogram 1	1	7183	7195	100	2000	0.98	S20_20180226_060002.wav_7183	GreyGibbon
