Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	4075	4087	100	2000	0.99	S19_20180317_060002.wav_4075	GreyGibbon
2	Spectrogram 1	1	4111	4123	100	2000	1	S19_20180317_060002.wav_4111	GreyGibbon
3	Spectrogram 1	1	4165	4177	100	2000	0.94	S19_20180317_060002.wav_4165	GreyGibbon
4	Spectrogram 1	1	4201	4213	100	2000	1	S19_20180317_060002.wav_4201	GreyGibbon
1	Spectrogram 1	1	4207	4219	100	2000	0.68	S19_20180317_060002.wav_4207	GreyGibbon
2	Spectrogram 1	1	4291	4303	100	2000	1	S19_20180317_060002.wav_4291	GreyGibbon
3	Spectrogram 1	1	4339	4351	100	2000	0.99	S19_20180317_060002.wav_4339	GreyGibbon
4	Spectrogram 1	1	4387	4399	100	2000	1	S19_20180317_060002.wav_4387	GreyGibbon
5	Spectrogram 1	1	4429	4441	100	2000	1	S19_20180317_060002.wav_4429	GreyGibbon
6	Spectrogram 1	1	4447	4459	100	2000	0.7	S19_20180317_060002.wav_4447	GreyGibbon
7	Spectrogram 1	1	4459	4471	100	2000	0.52	S19_20180317_060002.wav_4459	GreyGibbon
8	Spectrogram 1	1	4483	4495	100	2000	0.96	S19_20180317_060002.wav_4483	GreyGibbon
9	Spectrogram 1	1	4567	4579	100	2000	0.91	S19_20180317_060002.wav_4567	GreyGibbon
10	Spectrogram 1	1	4627	4639	100	2000	1	S19_20180317_060002.wav_4627	GreyGibbon
11	Spectrogram 1	1	4693	4705	100	2000	0.98	S19_20180317_060002.wav_4693	GreyGibbon
12	Spectrogram 1	1	4753	4765	100	2000	0.99	S19_20180317_060002.wav_4753	GreyGibbon
