Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1177	1189	100	2000	0.94	S18_20180618_060002.wav_1177	GreyGibbon
1	Spectrogram 1	1	1915	1927	100	2000	0.8	S18_20180618_060002.wav_1915	GreyGibbon
2	Spectrogram 1	1	1963	1975	100	2000	0.92	S18_20180618_060002.wav_1963	GreyGibbon
3	Spectrogram 1	1	2065	2077	100	2000	0.73	S18_20180618_060002.wav_2065	GreyGibbon
4	Spectrogram 1	1	2119	2131	100	2000	0.7	S18_20180618_060002.wav_2119	GreyGibbon
5	Spectrogram 1	1	2227	2239	100	2000	0.94	S18_20180618_060002.wav_2227	GreyGibbon
6	Spectrogram 1	1	2347	2359	100	2000	0.85	S18_20180618_060002.wav_2347	GreyGibbon
1	Spectrogram 1	1	2815	2827	100	2000	0.94	S18_20180618_060002.wav_2815	GreyGibbon
1	Spectrogram 1	1	3043	3055	100	2000	0.64	S18_20180618_060002.wav_3043	GreyGibbon
2	Spectrogram 1	1	3211	3223	100	2000	0.81	S18_20180618_060002.wav_3211	GreyGibbon
3	Spectrogram 1	1	3265	3277	100	2000	0.99	S18_20180618_060002.wav_3265	GreyGibbon
4	Spectrogram 1	1	3313	3325	100	2000	0.52	S18_20180618_060002.wav_3313	GreyGibbon
5	Spectrogram 1	1	3361	3373	100	2000	0.98	S18_20180618_060002.wav_3361	GreyGibbon
1	Spectrogram 1	1	4099	4111	100	2000	1	S18_20180618_060002.wav_4099	GreyGibbon
2	Spectrogram 1	1	4141	4153	100	2000	1	S18_20180618_060002.wav_4141	GreyGibbon
3	Spectrogram 1	1	4189	4201	100	2000	1	S18_20180618_060002.wav_4189	GreyGibbon
1	Spectrogram 1	1	4249	4261	100	2000	0.99	S18_20180618_060002.wav_4249	GreyGibbon
2	Spectrogram 1	1	4297	4309	100	2000	0.77	S18_20180618_060002.wav_4297	GreyGibbon
3	Spectrogram 1	1	4363	4375	100	2000	1	S18_20180618_060002.wav_4363	GreyGibbon
4	Spectrogram 1	1	4423	4435	100	2000	1	S18_20180618_060002.wav_4423	GreyGibbon
5	Spectrogram 1	1	4489	4501	100	2000	1	S18_20180618_060002.wav_4489	GreyGibbon
6	Spectrogram 1	1	4555	4567	100	2000	1	S18_20180618_060002.wav_4555	GreyGibbon
7	Spectrogram 1	1	4621	4633	100	2000	0.97	S18_20180618_060002.wav_4621	GreyGibbon
8	Spectrogram 1	1	4657	4669	100	2000	1	S18_20180618_060002.wav_4657	GreyGibbon
9	Spectrogram 1	1	4723	4735	100	2000	1	S18_20180618_060002.wav_4723	GreyGibbon
10	Spectrogram 1	1	4801	4813	100	2000	1	S18_20180618_060002.wav_4801	GreyGibbon
1	Spectrogram 1	1	4807	4819	100	2000	1	S18_20180618_060002.wav_4807	GreyGibbon
2	Spectrogram 1	1	4873	4885	100	2000	0.99	S18_20180618_060002.wav_4873	GreyGibbon
1	Spectrogram 1	1	6955	6967	100	2000	0.92	S18_20180618_060002.wav_6955	GreyGibbon
2	Spectrogram 1	1	7147	7159	100	2000	0.75	S18_20180618_060002.wav_7147	GreyGibbon
