Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	6223	6235	100	2000	0.82	S18_20180408_060002.wav_6223	GreyGibbon
2	Spectrogram 1	1	6355	6367	100	2000	0.76	S18_20180408_060002.wav_6355	GreyGibbon
3	Spectrogram 1	1	6433	6445	100	2000	0.9	S18_20180408_060002.wav_6433	GreyGibbon
4	Spectrogram 1	1	6475	6487	100	2000	1	S18_20180408_060002.wav_6475	GreyGibbon
5	Spectrogram 1	1	6517	6529	100	2000	0.99	S18_20180408_060002.wav_6517	GreyGibbon
6	Spectrogram 1	1	6559	6571	100	2000	0.96	S18_20180408_060002.wav_6559	GreyGibbon
7	Spectrogram 1	1	6595	6607	100	2000	0.97	S18_20180408_060002.wav_6595	GreyGibbon
8	Spectrogram 1	1	6649	6661	100	2000	0.93	S18_20180408_060002.wav_6649	GreyGibbon
9	Spectrogram 1	1	6697	6709	100	2000	0.96	S18_20180408_060002.wav_6697	GreyGibbon
10	Spectrogram 1	1	6751	6763	100	2000	0.99	S18_20180408_060002.wav_6751	GreyGibbon
11	Spectrogram 1	1	6859	6871	100	2000	0.99	S18_20180408_060002.wav_6859	GreyGibbon
12	Spectrogram 1	1	6907	6919	100	2000	0.92	S18_20180408_060002.wav_6907	GreyGibbon
13	Spectrogram 1	1	6931	6943	100	2000	0.91	S18_20180408_060002.wav_6931	GreyGibbon
14	Spectrogram 1	1	6949	6961	100	2000	1	S18_20180408_060002.wav_6949	GreyGibbon
15	Spectrogram 1	1	7003	7015	100	2000	0.99	S18_20180408_060002.wav_7003	GreyGibbon
16	Spectrogram 1	1	7051	7063	100	2000	0.94	S18_20180408_060002.wav_7051	GreyGibbon
17	Spectrogram 1	1	7099	7111	100	2000	0.95	S18_20180408_060002.wav_7099	GreyGibbon
18	Spectrogram 1	1	7141	7153	100	2000	0.92	S18_20180408_060002.wav_7141	GreyGibbon
19	Spectrogram 1	1	7171	7183	100	2000	0.6	S18_20180408_060002.wav_7171	GreyGibbon
