Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2419	2431	100	2000	0.58	S14_20180424_060002.wav_2419	GreyGibbon
2	Spectrogram 1	1	2965	2977	100	2000	0.99	S14_20180424_060002.wav_2965	GreyGibbon
3	Spectrogram 1	1	3001	3013	100	2000	0.9	S14_20180424_060002.wav_3001	GreyGibbon
1	Spectrogram 1	1	3001	3013	100	2000	0.9	S14_20180424_060002.wav_3001	GreyGibbon
2	Spectrogram 1	1	3103	3115	100	2000	0.96	S14_20180424_060002.wav_3103	GreyGibbon
3	Spectrogram 1	1	3247	3259	100	2000	0.57	S14_20180424_060002.wav_3247	GreyGibbon
4	Spectrogram 1	1	3319	3331	100	2000	0.56	S14_20180424_060002.wav_3319	GreyGibbon
5	Spectrogram 1	1	3511	3523	100	2000	0.82	S14_20180424_060002.wav_3511	GreyGibbon
6	Spectrogram 1	1	3589	3601	100	2000	1	S14_20180424_060002.wav_3589	GreyGibbon
1	Spectrogram 1	1	3613	3625	100	2000	0.51	S14_20180424_060002.wav_3613	GreyGibbon
2	Spectrogram 1	1	3655	3667	100	2000	0.66	S14_20180424_060002.wav_3655	GreyGibbon
3	Spectrogram 1	1	3727	3739	100	2000	0.88	S14_20180424_060002.wav_3727	GreyGibbon
4	Spectrogram 1	1	3889	3901	100	2000	0.56	S14_20180424_060002.wav_3889	GreyGibbon
1	Spectrogram 1	1	4603	4615	100	2000	0.82	S14_20180424_060002.wav_4603	GreyGibbon
2	Spectrogram 1	1	4687	4699	100	2000	0.96	S14_20180424_060002.wav_4687	GreyGibbon
1	Spectrogram 1	1	4897	4909	100	2000	0.98	S14_20180424_060002.wav_4897	GreyGibbon
1	Spectrogram 1	1	5437	5449	100	2000	0.86	S14_20180424_060002.wav_5437	GreyGibbon
2	Spectrogram 1	1	5719	5731	100	2000	0.79	S14_20180424_060002.wav_5719	GreyGibbon
