Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	5731	5743	100	2000	1	S19_20180403_060002.wav_5731	GreyGibbon
2	Spectrogram 1	1	5755	5767	100	2000	1	S19_20180403_060002.wav_5755	GreyGibbon
3	Spectrogram 1	1	5797	5809	100	2000	1	S19_20180403_060002.wav_5797	GreyGibbon
4	Spectrogram 1	1	5845	5857	100	2000	1	S19_20180403_060002.wav_5845	GreyGibbon
5	Spectrogram 1	1	5893	5905	100	2000	1	S19_20180403_060002.wav_5893	GreyGibbon
6	Spectrogram 1	1	5941	5953	100	2000	1	S19_20180403_060002.wav_5941	GreyGibbon
7	Spectrogram 1	1	5989	6001	100	2000	0.71	S19_20180403_060002.wav_5989	GreyGibbon
1	Spectrogram 1	1	6031	6043	100	2000	1	S19_20180403_060002.wav_6031	GreyGibbon
2	Spectrogram 1	1	6085	6097	100	2000	1	S19_20180403_060002.wav_6085	GreyGibbon
3	Spectrogram 1	1	6139	6151	100	2000	0.98	S19_20180403_060002.wav_6139	GreyGibbon
4	Spectrogram 1	1	6193	6205	100	2000	1	S19_20180403_060002.wav_6193	GreyGibbon
5	Spectrogram 1	1	6253	6265	100	2000	0.99	S19_20180403_060002.wav_6253	GreyGibbon
6	Spectrogram 1	1	6331	6343	100	2000	1	S19_20180403_060002.wav_6331	GreyGibbon
7	Spectrogram 1	1	6397	6409	100	2000	1	S19_20180403_060002.wav_6397	GreyGibbon
8	Spectrogram 1	1	6457	6469	100	2000	1	S19_20180403_060002.wav_6457	GreyGibbon
9	Spectrogram 1	1	6517	6529	100	2000	1	S19_20180403_060002.wav_6517	GreyGibbon
