Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	5179	5191	100	2000	0.71	S20_20180217_060002.wav_5179	GreyGibbon
2	Spectrogram 1	1	5215	5227	100	2000	0.96	S20_20180217_060002.wav_5215	GreyGibbon
3	Spectrogram 1	1	5245	5257	100	2000	0.97	S20_20180217_060002.wav_5245	GreyGibbon
4	Spectrogram 1	1	5287	5299	100	2000	0.97	S20_20180217_060002.wav_5287	GreyGibbon
5	Spectrogram 1	1	5329	5341	100	2000	0.81	S20_20180217_060002.wav_5329	GreyGibbon
6	Spectrogram 1	1	5365	5377	100	2000	0.91	S20_20180217_060002.wav_5365	GreyGibbon
7	Spectrogram 1	1	5389	5401	100	2000	1	S20_20180217_060002.wav_5389	GreyGibbon
1	Spectrogram 1	1	5407	5419	100	2000	1	S20_20180217_060002.wav_5407	GreyGibbon
2	Spectrogram 1	1	5443	5455	100	2000	0.65	S20_20180217_060002.wav_5443	GreyGibbon
3	Spectrogram 1	1	5491	5503	100	2000	0.59	S20_20180217_060002.wav_5491	GreyGibbon
4	Spectrogram 1	1	5515	5527	100	2000	1	S20_20180217_060002.wav_5515	GreyGibbon
5	Spectrogram 1	1	5545	5557	100	2000	0.87	S20_20180217_060002.wav_5545	GreyGibbon
6	Spectrogram 1	1	5599	5611	100	2000	0.99	S20_20180217_060002.wav_5599	GreyGibbon
7	Spectrogram 1	1	5635	5647	100	2000	0.84	S20_20180217_060002.wav_5635	GreyGibbon
8	Spectrogram 1	1	5689	5701	100	2000	0.95	S20_20180217_060002.wav_5689	GreyGibbon
9	Spectrogram 1	1	5731	5743	100	2000	0.79	S20_20180217_060002.wav_5731	GreyGibbon
10	Spectrogram 1	1	5767	5779	100	2000	0.98	S20_20180217_060002.wav_5767	GreyGibbon
11	Spectrogram 1	1	5797	5809	100	2000	0.71	S20_20180217_060002.wav_5797	GreyGibbon
12	Spectrogram 1	1	5917	5929	100	2000	0.99	S20_20180217_060002.wav_5917	GreyGibbon
