Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	5773	5785	100	2000	0.57	S14_20180223_060002.wav_5773	GreyGibbon
2	Spectrogram 1	1	5953	5965	100	2000	0.98	S14_20180223_060002.wav_5953	GreyGibbon
1	Spectrogram 1	1	6061	6073	100	2000	0.91	S14_20180223_060002.wav_6061	GreyGibbon
2	Spectrogram 1	1	6115	6127	100	2000	1	S14_20180223_060002.wav_6115	GreyGibbon
3	Spectrogram 1	1	6235	6247	100	2000	0.92	S14_20180223_060002.wav_6235	GreyGibbon
4	Spectrogram 1	1	6439	6451	100	2000	0.58	S14_20180223_060002.wav_6439	GreyGibbon
5	Spectrogram 1	1	6517	6529	100	2000	1	S14_20180223_060002.wav_6517	GreyGibbon
6	Spectrogram 1	1	6547	6559	100	2000	0.95	S14_20180223_060002.wav_6547	GreyGibbon
7	Spectrogram 1	1	6583	6595	100	2000	1	S14_20180223_060002.wav_6583	GreyGibbon
8	Spectrogram 1	1	6595	6607	100	2000	0.79	S14_20180223_060002.wav_6595	GreyGibbon
9	Spectrogram 1	1	6655	6667	100	2000	1	S14_20180223_060002.wav_6655	GreyGibbon
10	Spectrogram 1	1	6721	6733	100	2000	1	S14_20180223_060002.wav_6721	GreyGibbon
11	Spectrogram 1	1	6817	6829	100	2000	1	S14_20180223_060002.wav_6817	GreyGibbon
12	Spectrogram 1	1	6943	6955	100	2000	1	S14_20180223_060002.wav_6943	GreyGibbon
13	Spectrogram 1	1	7045	7057	100	2000	1	S14_20180223_060002.wav_7045	GreyGibbon
14	Spectrogram 1	1	7147	7159	100	2000	1	S14_20180223_060002.wav_7147	GreyGibbon
