Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	5647	5659	100	2000	0.99	S12_20180220_060002.wav_5647	GreyGibbon
2	Spectrogram 1	1	5671	5683	100	2000	0.99	S12_20180220_060002.wav_5671	GreyGibbon
3	Spectrogram 1	1	5695	5707	100	2000	0.99	S12_20180220_060002.wav_5695	GreyGibbon
4	Spectrogram 1	1	5731	5743	100	2000	0.99	S12_20180220_060002.wav_5731	GreyGibbon
5	Spectrogram 1	1	5761	5773	100	2000	0.92	S12_20180220_060002.wav_5761	GreyGibbon
6	Spectrogram 1	1	5785	5797	100	2000	0.9	S12_20180220_060002.wav_5785	GreyGibbon
7	Spectrogram 1	1	5893	5905	100	2000	0.98	S12_20180220_060002.wav_5893	GreyGibbon
8	Spectrogram 1	1	5995	6007	100	2000	0.85	S12_20180220_060002.wav_5995	GreyGibbon
1	Spectrogram 1	1	6025	6037	100	2000	0.99	S12_20180220_060002.wav_6025	GreyGibbon
2	Spectrogram 1	1	6061	6073	100	2000	0.98	S12_20180220_060002.wav_6061	GreyGibbon
3	Spectrogram 1	1	6103	6115	100	2000	0.95	S12_20180220_060002.wav_6103	GreyGibbon
4	Spectrogram 1	1	6133	6145	100	2000	0.98	S12_20180220_060002.wav_6133	GreyGibbon
5	Spectrogram 1	1	6169	6181	100	2000	0.99	S12_20180220_060002.wav_6169	GreyGibbon
6	Spectrogram 1	1	6211	6223	100	2000	0.51	S12_20180220_060002.wav_6211	GreyGibbon
7	Spectrogram 1	1	6247	6259	100	2000	1	S12_20180220_060002.wav_6247	GreyGibbon
8	Spectrogram 1	1	6289	6301	100	2000	1	S12_20180220_060002.wav_6289	GreyGibbon
9	Spectrogram 1	1	6331	6343	100	2000	0.99	S12_20180220_060002.wav_6331	GreyGibbon
10	Spectrogram 1	1	6367	6379	100	2000	0.98	S12_20180220_060002.wav_6367	GreyGibbon
11	Spectrogram 1	1	6409	6421	100	2000	1	S12_20180220_060002.wav_6409	GreyGibbon
12	Spectrogram 1	1	6457	6469	100	2000	0.95	S12_20180220_060002.wav_6457	GreyGibbon
13	Spectrogram 1	1	6487	6499	100	2000	0.99	S12_20180220_060002.wav_6487	GreyGibbon
14	Spectrogram 1	1	6505	6517	100	2000	0.99	S12_20180220_060002.wav_6505	GreyGibbon
15	Spectrogram 1	1	6523	6535	100	2000	1	S12_20180220_060002.wav_6523	GreyGibbon
16	Spectrogram 1	1	6589	6601	100	2000	1	S12_20180220_060002.wav_6589	GreyGibbon
17	Spectrogram 1	1	6607	6619	100	2000	1	S12_20180220_060002.wav_6607	GreyGibbon
18	Spectrogram 1	1	6655	6667	100	2000	1	S12_20180220_060002.wav_6655	GreyGibbon
19	Spectrogram 1	1	6703	6715	100	2000	1	S12_20180220_060002.wav_6703	GreyGibbon
20	Spectrogram 1	1	6751	6763	100	2000	0.99	S12_20180220_060002.wav_6751	GreyGibbon
21	Spectrogram 1	1	6805	6817	100	2000	0.99	S12_20180220_060002.wav_6805	GreyGibbon
22	Spectrogram 1	1	6853	6865	100	2000	1	S12_20180220_060002.wav_6853	GreyGibbon
23	Spectrogram 1	1	6913	6925	100	2000	0.99	S12_20180220_060002.wav_6913	GreyGibbon
24	Spectrogram 1	1	6991	7003	100	2000	1	S12_20180220_060002.wav_6991	GreyGibbon
25	Spectrogram 1	1	7051	7063	100	2000	1	S12_20180220_060002.wav_7051	GreyGibbon
26	Spectrogram 1	1	7105	7117	100	2000	1	S12_20180220_060002.wav_7105	GreyGibbon
