Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1993	2005	100	2000	0.56	S15_20180305_060002.wav_1993	GreyGibbon
2	Spectrogram 1	1	2035	2047	100	2000	0.8	S15_20180305_060002.wav_2035	GreyGibbon
3	Spectrogram 1	1	2125	2137	100	2000	0.63	S15_20180305_060002.wav_2125	GreyGibbon
1	Spectrogram 1	1	3805	3817	100	2000	0.83	S15_20180305_060002.wav_3805	GreyGibbon
2	Spectrogram 1	1	3817	3829	100	2000	0.67	S15_20180305_060002.wav_3817	GreyGibbon
3	Spectrogram 1	1	3901	3913	100	2000	0.97	S15_20180305_060002.wav_3901	GreyGibbon
4	Spectrogram 1	1	4009	4021	100	2000	0.88	S15_20180305_060002.wav_4009	GreyGibbon
5	Spectrogram 1	1	4045	4057	100	2000	0.73	S15_20180305_060002.wav_4045	GreyGibbon
6	Spectrogram 1	1	4069	4081	100	2000	0.54	S15_20180305_060002.wav_4069	GreyGibbon
1	Spectrogram 1	1	4207	4219	100	2000	0.96	S15_20180305_060002.wav_4207	GreyGibbon
2	Spectrogram 1	1	4471	4483	100	2000	1	S15_20180305_060002.wav_4471	GreyGibbon
3	Spectrogram 1	1	4531	4543	100	2000	0.95	S15_20180305_060002.wav_4531	GreyGibbon
4	Spectrogram 1	1	4603	4615	100	2000	1	S15_20180305_060002.wav_4603	GreyGibbon
5	Spectrogram 1	1	4735	4747	100	2000	0.97	S15_20180305_060002.wav_4735	GreyGibbon
6	Spectrogram 1	1	4801	4813	100	2000	0.56	S15_20180305_060002.wav_4801	GreyGibbon
1	Spectrogram 1	1	4801	4813	100	2000	0.56	S15_20180305_060002.wav_4801	GreyGibbon
2	Spectrogram 1	1	4819	4831	100	2000	0.94	S15_20180305_060002.wav_4819	GreyGibbon
3	Spectrogram 1	1	4939	4951	100	2000	0.94	S15_20180305_060002.wav_4939	GreyGibbon
4	Spectrogram 1	1	5005	5017	100	2000	0.51	S15_20180305_060002.wav_5005	GreyGibbon
5	Spectrogram 1	1	5275	5287	100	2000	0.73	S15_20180305_060002.wav_5275	GreyGibbon
6	Spectrogram 1	1	5287	5299	100	2000	0.75	S15_20180305_060002.wav_5287	GreyGibbon
7	Spectrogram 1	1	5305	5317	100	2000	0.7	S15_20180305_060002.wav_5305	GreyGibbon
8	Spectrogram 1	1	5335	5347	100	2000	0.9	S15_20180305_060002.wav_5335	GreyGibbon
1	Spectrogram 1	1	6031	6043	100	2000	0.72	S15_20180305_060002.wav_6031	GreyGibbon
2	Spectrogram 1	1	6061	6073	100	2000	0.85	S15_20180305_060002.wav_6061	GreyGibbon
3	Spectrogram 1	1	7111	7123	100	2000	0.62	S15_20180305_060002.wav_7111	GreyGibbon
