Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3811	3823	100	2000	0.65	S12_20180403_060002.wav_3811	GreyGibbon
2	Spectrogram 1	1	3847	3859	100	2000	0.85	S12_20180403_060002.wav_3847	GreyGibbon
3	Spectrogram 1	1	3925	3937	100	2000	0.75	S12_20180403_060002.wav_3925	GreyGibbon
4	Spectrogram 1	1	3955	3967	100	2000	0.77	S12_20180403_060002.wav_3955	GreyGibbon
5	Spectrogram 1	1	4063	4075	100	2000	0.92	S12_20180403_060002.wav_4063	GreyGibbon
6	Spectrogram 1	1	4093	4105	100	2000	0.98	S12_20180403_060002.wav_4093	GreyGibbon
7	Spectrogram 1	1	4123	4135	100	2000	0.99	S12_20180403_060002.wav_4123	GreyGibbon
8	Spectrogram 1	1	4159	4171	100	2000	0.75	S12_20180403_060002.wav_4159	GreyGibbon
9	Spectrogram 1	1	4171	4183	100	2000	0.95	S12_20180403_060002.wav_4171	GreyGibbon
10	Spectrogram 1	1	4195	4207	100	2000	0.88	S12_20180403_060002.wav_4195	GreyGibbon
1	Spectrogram 1	1	4267	4279	100	2000	0.98	S12_20180403_060002.wav_4267	GreyGibbon
2	Spectrogram 1	1	4303	4315	100	2000	0.93	S12_20180403_060002.wav_4303	GreyGibbon
3	Spectrogram 1	1	4345	4357	100	2000	0.84	S12_20180403_060002.wav_4345	GreyGibbon
4	Spectrogram 1	1	4363	4375	100	2000	0.98	S12_20180403_060002.wav_4363	GreyGibbon
5	Spectrogram 1	1	4381	4393	100	2000	0.96	S12_20180403_060002.wav_4381	GreyGibbon
6	Spectrogram 1	1	4411	4423	100	2000	0.97	S12_20180403_060002.wav_4411	GreyGibbon
7	Spectrogram 1	1	4447	4459	100	2000	0.9	S12_20180403_060002.wav_4447	GreyGibbon
8	Spectrogram 1	1	4561	4573	100	2000	0.98	S12_20180403_060002.wav_4561	GreyGibbon
9	Spectrogram 1	1	4729	4741	100	2000	0.85	S12_20180403_060002.wav_4729	GreyGibbon
1	Spectrogram 1	1	6589	6601	100	2000	0.99	S12_20180403_060002.wav_6589	GreyGibbon
2	Spectrogram 1	1	6811	6823	100	2000	0.96	S12_20180403_060002.wav_6811	GreyGibbon
3	Spectrogram 1	1	6859	6871	100	2000	1	S12_20180403_060002.wav_6859	GreyGibbon
4	Spectrogram 1	1	6913	6925	100	2000	0.97	S12_20180403_060002.wav_6913	GreyGibbon
5	Spectrogram 1	1	6943	6955	100	2000	0.99	S12_20180403_060002.wav_6943	GreyGibbon
6	Spectrogram 1	1	6973	6985	100	2000	0.96	S12_20180403_060002.wav_6973	GreyGibbon
7	Spectrogram 1	1	7009	7021	100	2000	0.96	S12_20180403_060002.wav_7009	GreyGibbon
8	Spectrogram 1	1	7147	7159	100	2000	0.86	S12_20180403_060002.wav_7147	GreyGibbon
