Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	211	223	100	2000	0.54	S19_20180709_060002.wav_211	GreyGibbon
2	Spectrogram 1	1	445	457	100	2000	0.78	S19_20180709_060002.wav_445	GreyGibbon
3	Spectrogram 1	1	547	559	100	2000	0.75	S19_20180709_060002.wav_547	GreyGibbon
1	Spectrogram 1	1	685	697	100	2000	0.99	S19_20180709_060002.wav_685	GreyGibbon
2	Spectrogram 1	1	757	769	100	2000	0.99	S19_20180709_060002.wav_757	GreyGibbon
3	Spectrogram 1	1	817	829	100	2000	0.93	S19_20180709_060002.wav_817	GreyGibbon
4	Spectrogram 1	1	931	943	100	2000	0.9	S19_20180709_060002.wav_931	GreyGibbon
1	Spectrogram 1	1	5365	5377	100	2000	0.83	S19_20180709_060002.wav_5365	GreyGibbon
2	Spectrogram 1	1	5377	5389	100	2000	0.84	S19_20180709_060002.wav_5377	GreyGibbon
1	Spectrogram 1	1	5569	5581	100	2000	1	S19_20180709_060002.wav_5569	GreyGibbon
2	Spectrogram 1	1	5605	5617	100	2000	1	S19_20180709_060002.wav_5605	GreyGibbon
3	Spectrogram 1	1	5671	5683	100	2000	1	S19_20180709_060002.wav_5671	GreyGibbon
4	Spectrogram 1	1	5737	5749	100	2000	1	S19_20180709_060002.wav_5737	GreyGibbon
5	Spectrogram 1	1	5785	5797	100	2000	1	S19_20180709_060002.wav_5785	GreyGibbon
6	Spectrogram 1	1	5839	5851	100	2000	1	S19_20180709_060002.wav_5839	GreyGibbon
7	Spectrogram 1	1	5893	5905	100	2000	1	S19_20180709_060002.wav_5893	GreyGibbon
8	Spectrogram 1	1	5965	5977	100	2000	1	S19_20180709_060002.wav_5965	GreyGibbon
1	Spectrogram 1	1	6025	6037	100	2000	1	S19_20180709_060002.wav_6025	GreyGibbon
2	Spectrogram 1	1	6121	6133	100	2000	1	S19_20180709_060002.wav_6121	GreyGibbon
