Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2179	2191	100	2000	1	S16_20180419_060002.wav_2179	GreyGibbon
2	Spectrogram 1	1	2221	2233	100	2000	1	S16_20180419_060002.wav_2221	GreyGibbon
3	Spectrogram 1	1	2281	2293	100	2000	0.99	S16_20180419_060002.wav_2281	GreyGibbon
4	Spectrogram 1	1	2341	2353	100	2000	0.98	S16_20180419_060002.wav_2341	GreyGibbon
1	Spectrogram 1	1	2407	2419	100	2000	0.99	S16_20180419_060002.wav_2407	GreyGibbon
2	Spectrogram 1	1	2497	2509	100	2000	0.98	S16_20180419_060002.wav_2497	GreyGibbon
3	Spectrogram 1	1	2545	2557	100	2000	0.79	S16_20180419_060002.wav_2545	GreyGibbon
4	Spectrogram 1	1	2605	2617	100	2000	0.97	S16_20180419_060002.wav_2605	GreyGibbon
5	Spectrogram 1	1	2689	2701	100	2000	1	S16_20180419_060002.wav_2689	GreyGibbon
6	Spectrogram 1	1	2743	2755	100	2000	0.98	S16_20180419_060002.wav_2743	GreyGibbon
7	Spectrogram 1	1	2809	2821	100	2000	0.93	S16_20180419_060002.wav_2809	GreyGibbon
8	Spectrogram 1	1	2881	2893	100	2000	0.56	S16_20180419_060002.wav_2881	GreyGibbon
1	Spectrogram 1	1	3049	3061	100	2000	0.99	S16_20180419_060002.wav_3049	GreyGibbon
2	Spectrogram 1	1	3313	3325	100	2000	0.99	S16_20180419_060002.wav_3313	GreyGibbon
3	Spectrogram 1	1	3445	3457	100	2000	0.98	S16_20180419_060002.wav_3445	GreyGibbon
4	Spectrogram 1	1	3565	3577	100	2000	0.97	S16_20180419_060002.wav_3565	GreyGibbon
1	Spectrogram 1	1	3637	3649	100	2000	1	S16_20180419_060002.wav_3637	GreyGibbon
2	Spectrogram 1	1	3703	3715	100	2000	0.56	S16_20180419_060002.wav_3703	GreyGibbon
3	Spectrogram 1	1	3733	3745	100	2000	1	S16_20180419_060002.wav_3733	GreyGibbon
4	Spectrogram 1	1	3811	3823	100	2000	0.99	S16_20180419_060002.wav_3811	GreyGibbon
5	Spectrogram 1	1	3865	3877	100	2000	0.61	S16_20180419_060002.wav_3865	GreyGibbon
6	Spectrogram 1	1	3925	3937	100	2000	0.96	S16_20180419_060002.wav_3925	GreyGibbon
7	Spectrogram 1	1	3961	3973	100	2000	0.69	S16_20180419_060002.wav_3961	GreyGibbon
8	Spectrogram 1	1	4021	4033	100	2000	0.97	S16_20180419_060002.wav_4021	GreyGibbon
9	Spectrogram 1	1	4057	4069	100	2000	0.82	S16_20180419_060002.wav_4057	GreyGibbon
1	Spectrogram 1	1	4219	4231	100	2000	1	S16_20180419_060002.wav_4219	GreyGibbon
2	Spectrogram 1	1	4357	4369	100	2000	0.97	S16_20180419_060002.wav_4357	GreyGibbon
1	Spectrogram 1	1	6211	6223	100	2000	0.61	S16_20180419_060002.wav_6211	GreyGibbon
