Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2461	2473	100	2000	0.6	S12_20180223_060002.wav_2461	GreyGibbon
2	Spectrogram 1	1	2491	2503	100	2000	0.93	S12_20180223_060002.wav_2491	GreyGibbon
3	Spectrogram 1	1	2521	2533	100	2000	0.98	S12_20180223_060002.wav_2521	GreyGibbon
4	Spectrogram 1	1	2557	2569	100	2000	1	S12_20180223_060002.wav_2557	GreyGibbon
5	Spectrogram 1	1	2587	2599	100	2000	1	S12_20180223_060002.wav_2587	GreyGibbon
6	Spectrogram 1	1	2629	2641	100	2000	0.99	S12_20180223_060002.wav_2629	GreyGibbon
7	Spectrogram 1	1	2683	2695	100	2000	0.98	S12_20180223_060002.wav_2683	GreyGibbon
1	Spectrogram 1	1	6487	6499	100	2000	0.82	S12_20180223_060002.wav_6487	GreyGibbon
2	Spectrogram 1	1	6523	6535	100	2000	0.93	S12_20180223_060002.wav_6523	GreyGibbon
3	Spectrogram 1	1	6565	6577	100	2000	0.78	S12_20180223_060002.wav_6565	GreyGibbon
4	Spectrogram 1	1	6619	6631	100	2000	1	S12_20180223_060002.wav_6619	GreyGibbon
5	Spectrogram 1	1	6679	6691	100	2000	0.79	S12_20180223_060002.wav_6679	GreyGibbon
6	Spectrogram 1	1	6733	6745	100	2000	0.91	S12_20180223_060002.wav_6733	GreyGibbon
7	Spectrogram 1	1	6793	6805	100	2000	0.99	S12_20180223_060002.wav_6793	GreyGibbon
8	Spectrogram 1	1	6817	6829	100	2000	1	S12_20180223_060002.wav_6817	GreyGibbon
9	Spectrogram 1	1	6877	6889	100	2000	0.6	S12_20180223_060002.wav_6877	GreyGibbon
10	Spectrogram 1	1	6901	6913	100	2000	0.96	S12_20180223_060002.wav_6901	GreyGibbon
11	Spectrogram 1	1	6949	6961	100	2000	1	S12_20180223_060002.wav_6949	GreyGibbon
12	Spectrogram 1	1	6979	6991	100	2000	0.99	S12_20180223_060002.wav_6979	GreyGibbon
13	Spectrogram 1	1	7021	7033	100	2000	0.99	S12_20180223_060002.wav_7021	GreyGibbon
14	Spectrogram 1	1	7045	7057	100	2000	0.93	S12_20180223_060002.wav_7045	GreyGibbon
15	Spectrogram 1	1	7087	7099	100	2000	0.94	S12_20180223_060002.wav_7087	GreyGibbon
16	Spectrogram 1	1	7111	7123	100	2000	0.93	S12_20180223_060002.wav_7111	GreyGibbon
17	Spectrogram 1	1	7141	7153	100	2000	0.93	S12_20180223_060002.wav_7141	GreyGibbon
18	Spectrogram 1	1	7183	7195	100	2000	0.81	S12_20180223_060002.wav_7183	GreyGibbon
