Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2935	2947	100	2000	1	S14_20180228_060002.wav_2935	GreyGibbon
2	Spectrogram 1	1	2965	2977	100	2000	0.98	S14_20180228_060002.wav_2965	GreyGibbon
3	Spectrogram 1	1	2989	3001	100	2000	0.9	S14_20180228_060002.wav_2989	GreyGibbon
1	Spectrogram 1	1	3031	3043	100	2000	0.99	S14_20180228_060002.wav_3031	GreyGibbon
2	Spectrogram 1	1	3139	3151	100	2000	1	S14_20180228_060002.wav_3139	GreyGibbon
3	Spectrogram 1	1	3187	3199	100	2000	0.93	S14_20180228_060002.wav_3187	GreyGibbon
4	Spectrogram 1	1	3319	3331	100	2000	1	S14_20180228_060002.wav_3319	GreyGibbon
5	Spectrogram 1	1	3391	3403	100	2000	1	S14_20180228_060002.wav_3391	GreyGibbon
6	Spectrogram 1	1	3415	3427	100	2000	0.77	S14_20180228_060002.wav_3415	GreyGibbon
7	Spectrogram 1	1	3475	3487	100	2000	0.99	S14_20180228_060002.wav_3475	GreyGibbon
8	Spectrogram 1	1	3547	3559	100	2000	0.8	S14_20180228_060002.wav_3547	GreyGibbon
1	Spectrogram 1	1	3745	3757	100	2000	1	S14_20180228_060002.wav_3745	GreyGibbon
2	Spectrogram 1	1	3793	3805	100	2000	1	S14_20180228_060002.wav_3793	GreyGibbon
3	Spectrogram 1	1	3865	3877	100	2000	1	S14_20180228_060002.wav_3865	GreyGibbon
4	Spectrogram 1	1	3949	3961	100	2000	1	S14_20180228_060002.wav_3949	GreyGibbon
5	Spectrogram 1	1	4075	4087	100	2000	1	S14_20180228_060002.wav_4075	GreyGibbon
6	Spectrogram 1	1	4135	4147	100	2000	1	S14_20180228_060002.wav_4135	GreyGibbon
7	Spectrogram 1	1	4201	4213	100	2000	1	S14_20180228_060002.wav_4201	GreyGibbon
1	Spectrogram 1	1	4201	4213	100	2000	1	S14_20180228_060002.wav_4201	GreyGibbon
2	Spectrogram 1	1	4279	4291	100	2000	1	S14_20180228_060002.wav_4279	GreyGibbon
3	Spectrogram 1	1	4375	4387	100	2000	1	S14_20180228_060002.wav_4375	GreyGibbon
