Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3979	3991	100	2000	1	S11_20180403_060002.wav_3979	GreyGibbon
2	Spectrogram 1	1	4027	4039	100	2000	1	S11_20180403_060002.wav_4027	GreyGibbon
3	Spectrogram 1	1	4075	4087	100	2000	1	S11_20180403_060002.wav_4075	GreyGibbon
4	Spectrogram 1	1	4141	4153	100	2000	1	S11_20180403_060002.wav_4141	GreyGibbon
5	Spectrogram 1	1	4189	4201	100	2000	1	S11_20180403_060002.wav_4189	GreyGibbon
1	Spectrogram 1	1	4255	4267	100	2000	1	S11_20180403_060002.wav_4255	GreyGibbon
2	Spectrogram 1	1	4327	4339	100	2000	1	S11_20180403_060002.wav_4327	GreyGibbon
3	Spectrogram 1	1	4399	4411	100	2000	0.99	S11_20180403_060002.wav_4399	GreyGibbon
4	Spectrogram 1	1	4483	4495	100	2000	1	S11_20180403_060002.wav_4483	GreyGibbon
5	Spectrogram 1	1	4555	4567	100	2000	1	S11_20180403_060002.wav_4555	GreyGibbon
6	Spectrogram 1	1	4651	4663	100	2000	0.88	S11_20180403_060002.wav_4651	GreyGibbon
7	Spectrogram 1	1	4705	4717	100	2000	1	S11_20180403_060002.wav_4705	GreyGibbon
8	Spectrogram 1	1	4795	4807	100	2000	1	S11_20180403_060002.wav_4795	GreyGibbon
1	Spectrogram 1	1	4867	4879	100	2000	1	S11_20180403_060002.wav_4867	GreyGibbon
2	Spectrogram 1	1	4921	4933	100	2000	0.97	S11_20180403_060002.wav_4921	GreyGibbon
3	Spectrogram 1	1	4981	4993	100	2000	1	S11_20180403_060002.wav_4981	GreyGibbon
4	Spectrogram 1	1	5065	5077	100	2000	0.89	S11_20180403_060002.wav_5065	GreyGibbon
5	Spectrogram 1	1	5137	5149	100	2000	1	S11_20180403_060002.wav_5137	GreyGibbon
6	Spectrogram 1	1	5203	5215	100	2000	1	S11_20180403_060002.wav_5203	GreyGibbon
7	Spectrogram 1	1	5269	5281	100	2000	1	S11_20180403_060002.wav_5269	GreyGibbon
8	Spectrogram 1	1	5341	5353	100	2000	1	S11_20180403_060002.wav_5341	GreyGibbon
1	Spectrogram 1	1	5419	5431	100	2000	0.99	S11_20180403_060002.wav_5419	GreyGibbon
2	Spectrogram 1	1	5503	5515	100	2000	1	S11_20180403_060002.wav_5503	GreyGibbon
3	Spectrogram 1	1	5611	5623	100	2000	0.83	S11_20180403_060002.wav_5611	GreyGibbon
