Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3805	3817	100	2000	0.99	S17_20180414_060002.wav_3805	GreyGibbon
2	Spectrogram 1	1	3865	3877	100	2000	0.91	S17_20180414_060002.wav_3865	GreyGibbon
3	Spectrogram 1	1	3913	3925	100	2000	0.85	S17_20180414_060002.wav_3913	GreyGibbon
4	Spectrogram 1	1	3937	3949	100	2000	0.99	S17_20180414_060002.wav_3937	GreyGibbon
5	Spectrogram 1	1	4009	4021	100	2000	1	S17_20180414_060002.wav_4009	GreyGibbon
6	Spectrogram 1	1	4057	4069	100	2000	0.56	S17_20180414_060002.wav_4057	GreyGibbon
7	Spectrogram 1	1	4105	4117	100	2000	1	S17_20180414_060002.wav_4105	GreyGibbon
8	Spectrogram 1	1	4183	4195	100	2000	0.93	S17_20180414_060002.wav_4183	GreyGibbon
1	Spectrogram 1	1	4267	4279	100	2000	1	S17_20180414_060002.wav_4267	GreyGibbon
2	Spectrogram 1	1	4351	4363	100	2000	1	S17_20180414_060002.wav_4351	GreyGibbon
3	Spectrogram 1	1	4447	4459	100	2000	1	S17_20180414_060002.wav_4447	GreyGibbon
4	Spectrogram 1	1	4585	4597	100	2000	0.85	S17_20180414_060002.wav_4585	GreyGibbon
5	Spectrogram 1	1	4699	4711	100	2000	1	S17_20180414_060002.wav_4699	GreyGibbon
1	Spectrogram 1	1	5389	5401	100	2000	0.58	S17_20180414_060002.wav_5389	GreyGibbon
1	Spectrogram 1	1	5545	5557	100	2000	0.88	S17_20180414_060002.wav_5545	GreyGibbon
1	Spectrogram 1	1	6055	6067	100	2000	0.64	S17_20180414_060002.wav_6055	GreyGibbon
2	Spectrogram 1	1	6175	6187	100	2000	0.55	S17_20180414_060002.wav_6175	GreyGibbon
