Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1093	1105	100	2000	0.64	S14_20180307_060002.wav_1093	GreyGibbon
2	Spectrogram 1	1	1201	1213	100	2000	1	S14_20180307_060002.wav_1201	GreyGibbon
1	Spectrogram 1	1	1207	1219	100	2000	1	S14_20180307_060002.wav_1207	GreyGibbon
2	Spectrogram 1	1	1369	1381	100	2000	1	S14_20180307_060002.wav_1369	GreyGibbon
3	Spectrogram 1	1	1477	1489	100	2000	1	S14_20180307_060002.wav_1477	GreyGibbon
1	Spectrogram 1	1	3541	3553	100	2000	0.81	S14_20180307_060002.wav_3541	GreyGibbon
1	Spectrogram 1	1	5839	5851	100	2000	1	S14_20180307_060002.wav_5839	GreyGibbon
2	Spectrogram 1	1	5881	5893	100	2000	1	S14_20180307_060002.wav_5881	GreyGibbon
3	Spectrogram 1	1	5923	5935	100	2000	1	S14_20180307_060002.wav_5923	GreyGibbon
1	Spectrogram 1	1	6469	6481	100	2000	1	S14_20180307_060002.wav_6469	GreyGibbon
2	Spectrogram 1	1	6529	6541	100	2000	1	S14_20180307_060002.wav_6529	GreyGibbon
3	Spectrogram 1	1	6565	6577	100	2000	1	S14_20180307_060002.wav_6565	GreyGibbon
4	Spectrogram 1	1	6607	6619	100	2000	1	S14_20180307_060002.wav_6607	GreyGibbon
5	Spectrogram 1	1	6643	6655	100	2000	1	S14_20180307_060002.wav_6643	GreyGibbon
6	Spectrogram 1	1	6679	6691	100	2000	1	S14_20180307_060002.wav_6679	GreyGibbon
7	Spectrogram 1	1	6697	6709	100	2000	1	S14_20180307_060002.wav_6697	GreyGibbon
8	Spectrogram 1	1	6745	6757	100	2000	0.99	S14_20180307_060002.wav_6745	GreyGibbon
9	Spectrogram 1	1	6805	6817	100	2000	0.76	S14_20180307_060002.wav_6805	GreyGibbon
10	Spectrogram 1	1	6859	6871	100	2000	1	S14_20180307_060002.wav_6859	GreyGibbon
11	Spectrogram 1	1	6931	6943	100	2000	0.98	S14_20180307_060002.wav_6931	GreyGibbon
12	Spectrogram 1	1	6979	6991	100	2000	1	S14_20180307_060002.wav_6979	GreyGibbon
13	Spectrogram 1	1	7009	7021	100	2000	0.99	S14_20180307_060002.wav_7009	GreyGibbon
14	Spectrogram 1	1	7063	7075	100	2000	1	S14_20180307_060002.wav_7063	GreyGibbon
15	Spectrogram 1	1	7105	7117	100	2000	1	S14_20180307_060002.wav_7105	GreyGibbon
16	Spectrogram 1	1	7171	7183	100	2000	0.52	S14_20180307_060002.wav_7171	GreyGibbon
