Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	151	163	100	2000	0.9	S12_20180224_060002.wav_151	GreyGibbon
1	Spectrogram 1	1	1261	1273	100	2000	0.58	S12_20180224_060002.wav_1261	GreyGibbon
2	Spectrogram 1	1	1279	1291	100	2000	0.99	S12_20180224_060002.wav_1279	GreyGibbon
3	Spectrogram 1	1	1303	1315	100	2000	1	S12_20180224_060002.wav_1303	GreyGibbon
4	Spectrogram 1	1	1333	1345	100	2000	0.97	S12_20180224_060002.wav_1333	GreyGibbon
5	Spectrogram 1	1	1399	1411	100	2000	1	S12_20180224_060002.wav_1399	GreyGibbon
6	Spectrogram 1	1	1429	1441	100	2000	1	S12_20180224_060002.wav_1429	GreyGibbon
7	Spectrogram 1	1	1477	1489	100	2000	1	S12_20180224_060002.wav_1477	GreyGibbon
8	Spectrogram 1	1	1519	1531	100	2000	1	S12_20180224_060002.wav_1519	GreyGibbon
9	Spectrogram 1	1	1573	1585	100	2000	1	S12_20180224_060002.wav_1573	GreyGibbon
10	Spectrogram 1	1	1609	1621	100	2000	1	S12_20180224_060002.wav_1609	GreyGibbon
1	Spectrogram 1	1	3433	3445	100	2000	0.84	S12_20180224_060002.wav_3433	GreyGibbon
2	Spectrogram 1	1	3457	3469	100	2000	0.87	S12_20180224_060002.wav_3457	GreyGibbon
3	Spectrogram 1	1	3505	3517	100	2000	1	S12_20180224_060002.wav_3505	GreyGibbon
4	Spectrogram 1	1	3535	3547	100	2000	1	S12_20180224_060002.wav_3535	GreyGibbon
5	Spectrogram 1	1	3577	3589	100	2000	1	S12_20180224_060002.wav_3577	GreyGibbon
1	Spectrogram 1	1	3613	3625	100	2000	0.99	S12_20180224_060002.wav_3613	GreyGibbon
2	Spectrogram 1	1	3649	3661	100	2000	1	S12_20180224_060002.wav_3649	GreyGibbon
3	Spectrogram 1	1	3697	3709	100	2000	1	S12_20180224_060002.wav_3697	GreyGibbon
4	Spectrogram 1	1	3733	3745	100	2000	1	S12_20180224_060002.wav_3733	GreyGibbon
5	Spectrogram 1	1	3781	3793	100	2000	1	S12_20180224_060002.wav_3781	GreyGibbon
6	Spectrogram 1	1	3859	3871	100	2000	1	S12_20180224_060002.wav_3859	GreyGibbon
7	Spectrogram 1	1	3901	3913	100	2000	0.98	S12_20180224_060002.wav_3901	GreyGibbon
8	Spectrogram 1	1	3931	3943	100	2000	1	S12_20180224_060002.wav_3931	GreyGibbon
9	Spectrogram 1	1	3979	3991	100	2000	0.97	S12_20180224_060002.wav_3979	GreyGibbon
10	Spectrogram 1	1	4003	4015	100	2000	1	S12_20180224_060002.wav_4003	GreyGibbon
11	Spectrogram 1	1	4051	4063	100	2000	0.53	S12_20180224_060002.wav_4051	GreyGibbon
12	Spectrogram 1	1	4135	4147	100	2000	1	S12_20180224_060002.wav_4135	GreyGibbon
1	Spectrogram 1	1	5905	5917	100	2000	0.99	S12_20180224_060002.wav_5905	GreyGibbon
2	Spectrogram 1	1	5923	5935	100	2000	0.72	S12_20180224_060002.wav_5923	GreyGibbon
3	Spectrogram 1	1	5953	5965	100	2000	1	S12_20180224_060002.wav_5953	GreyGibbon
4	Spectrogram 1	1	5989	6001	100	2000	0.58	S12_20180224_060002.wav_5989	GreyGibbon
1	Spectrogram 1	1	6013	6025	100	2000	1	S12_20180224_060002.wav_6013	GreyGibbon
2	Spectrogram 1	1	6043	6055	100	2000	0.99	S12_20180224_060002.wav_6043	GreyGibbon
3	Spectrogram 1	1	6073	6085	100	2000	0.96	S12_20180224_060002.wav_6073	GreyGibbon
4	Spectrogram 1	1	6115	6127	100	2000	0.97	S12_20180224_060002.wav_6115	GreyGibbon
5	Spectrogram 1	1	6139	6151	100	2000	1	S12_20180224_060002.wav_6139	GreyGibbon
6	Spectrogram 1	1	6175	6187	100	2000	1	S12_20180224_060002.wav_6175	GreyGibbon
7	Spectrogram 1	1	6223	6235	100	2000	1	S12_20180224_060002.wav_6223	GreyGibbon
8	Spectrogram 1	1	6265	6277	100	2000	1	S12_20180224_060002.wav_6265	GreyGibbon
9	Spectrogram 1	1	6301	6313	100	2000	0.99	S12_20180224_060002.wav_6301	GreyGibbon
10	Spectrogram 1	1	6331	6343	100	2000	1	S12_20180224_060002.wav_6331	GreyGibbon
11	Spectrogram 1	1	6373	6385	100	2000	1	S12_20180224_060002.wav_6373	GreyGibbon
12	Spectrogram 1	1	6415	6427	100	2000	0.99	S12_20180224_060002.wav_6415	GreyGibbon
13	Spectrogram 1	1	6457	6469	100	2000	1	S12_20180224_060002.wav_6457	GreyGibbon
