Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2317	2329	100	2000	0.81	S12_20180221_060002.wav_2317	GreyGibbon
2	Spectrogram 1	1	2353	2365	100	2000	0.54	S12_20180221_060002.wav_2353	GreyGibbon
1	Spectrogram 1	1	2425	2437	100	2000	0.89	S12_20180221_060002.wav_2425	GreyGibbon
2	Spectrogram 1	1	2473	2485	100	2000	0.73	S12_20180221_060002.wav_2473	GreyGibbon
3	Spectrogram 1	1	2689	2701	100	2000	0.68	S12_20180221_060002.wav_2689	GreyGibbon
4	Spectrogram 1	1	2761	2773	100	2000	0.91	S12_20180221_060002.wav_2761	GreyGibbon
5	Spectrogram 1	1	2875	2887	100	2000	1	S12_20180221_060002.wav_2875	GreyGibbon
6	Spectrogram 1	1	2911	2923	100	2000	0.98	S12_20180221_060002.wav_2911	GreyGibbon
7	Spectrogram 1	1	2953	2965	100	2000	0.96	S12_20180221_060002.wav_2953	GreyGibbon
8	Spectrogram 1	1	2995	3007	100	2000	0.64	S12_20180221_060002.wav_2995	GreyGibbon
1	Spectrogram 1	1	3031	3043	100	2000	0.96	S12_20180221_060002.wav_3031	GreyGibbon
2	Spectrogram 1	1	3103	3115	100	2000	0.5	S12_20180221_060002.wav_3103	GreyGibbon
3	Spectrogram 1	1	3205	3217	100	2000	1	S12_20180221_060002.wav_3205	GreyGibbon
4	Spectrogram 1	1	3325	3337	100	2000	0.84	S12_20180221_060002.wav_3325	GreyGibbon
5	Spectrogram 1	1	3379	3391	100	2000	0.96	S12_20180221_060002.wav_3379	GreyGibbon
6	Spectrogram 1	1	3433	3445	100	2000	1	S12_20180221_060002.wav_3433	GreyGibbon
