Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	49	61	100	2000	0.94	S20_20180318_060002.wav_49	GreyGibbon
2	Spectrogram 1	1	55	67	100	2000	0.98	S20_20180318_060002.wav_55	GreyGibbon
3	Spectrogram 1	1	61	73	100	2000	0.65	S20_20180318_060002.wav_61	GreyGibbon
1	Spectrogram 1	1	1021	1033	100	2000	0.83	S20_20180318_060002.wav_1021	GreyGibbon
1	Spectrogram 1	1	1873	1885	100	2000	0.99	S20_20180318_060002.wav_1873	GreyGibbon
2	Spectrogram 1	1	1933	1945	100	2000	1	S20_20180318_060002.wav_1933	GreyGibbon
3	Spectrogram 1	1	1993	2005	100	2000	0.89	S20_20180318_060002.wav_1993	GreyGibbon
4	Spectrogram 1	1	2059	2071	100	2000	0.57	S20_20180318_060002.wav_2059	GreyGibbon
5	Spectrogram 1	1	2221	2233	100	2000	0.99	S20_20180318_060002.wav_2221	GreyGibbon
6	Spectrogram 1	1	2275	2287	100	2000	0.97	S20_20180318_060002.wav_2275	GreyGibbon
7	Spectrogram 1	1	2335	2347	100	2000	1	S20_20180318_060002.wav_2335	GreyGibbon
1	Spectrogram 1	1	2431	2443	100	2000	0.98	S20_20180318_060002.wav_2431	GreyGibbon
2	Spectrogram 1	1	2521	2533	100	2000	0.96	S20_20180318_060002.wav_2521	GreyGibbon
3	Spectrogram 1	1	2605	2617	100	2000	1	S20_20180318_060002.wav_2605	GreyGibbon
4	Spectrogram 1	1	2845	2857	100	2000	0.67	S20_20180318_060002.wav_2845	GreyGibbon
5	Spectrogram 1	1	2893	2905	100	2000	1	S20_20180318_060002.wav_2893	GreyGibbon
6	Spectrogram 1	1	2941	2953	100	2000	1	S20_20180318_060002.wav_2941	GreyGibbon
7	Spectrogram 1	1	2995	3007	100	2000	0.86	S20_20180318_060002.wav_2995	GreyGibbon
1	Spectrogram 1	1	3055	3067	100	2000	1	S20_20180318_060002.wav_3055	GreyGibbon
2	Spectrogram 1	1	3121	3133	100	2000	0.97	S20_20180318_060002.wav_3121	GreyGibbon
3	Spectrogram 1	1	3193	3205	100	2000	0.95	S20_20180318_060002.wav_3193	GreyGibbon
4	Spectrogram 1	1	3283	3295	100	2000	0.67	S20_20180318_060002.wav_3283	GreyGibbon
5	Spectrogram 1	1	3355	3367	100	2000	1	S20_20180318_060002.wav_3355	GreyGibbon
6	Spectrogram 1	1	3439	3451	100	2000	0.99	S20_20180318_060002.wav_3439	GreyGibbon
7	Spectrogram 1	1	3535	3547	100	2000	1	S20_20180318_060002.wav_3535	GreyGibbon
8	Spectrogram 1	1	3601	3613	100	2000	1	S20_20180318_060002.wav_3601	GreyGibbon
1	Spectrogram 1	1	3601	3613	100	2000	1	S20_20180318_060002.wav_3601	GreyGibbon
2	Spectrogram 1	1	3721	3733	100	2000	1	S20_20180318_060002.wav_3721	GreyGibbon
1	Spectrogram 1	1	5017	5029	100	2000	1	S20_20180318_060002.wav_5017	GreyGibbon
2	Spectrogram 1	1	5071	5083	100	2000	0.57	S20_20180318_060002.wav_5071	GreyGibbon
3	Spectrogram 1	1	5119	5131	100	2000	0.66	S20_20180318_060002.wav_5119	GreyGibbon
4	Spectrogram 1	1	5347	5359	100	2000	1	S20_20180318_060002.wav_5347	GreyGibbon
1	Spectrogram 1	1	5425	5437	100	2000	1	S20_20180318_060002.wav_5425	GreyGibbon
2	Spectrogram 1	1	5479	5491	100	2000	1	S20_20180318_060002.wav_5479	GreyGibbon
3	Spectrogram 1	1	5551	5563	100	2000	0.92	S20_20180318_060002.wav_5551	GreyGibbon
4	Spectrogram 1	1	5605	5617	100	2000	1	S20_20180318_060002.wav_5605	GreyGibbon
5	Spectrogram 1	1	5743	5755	100	2000	0.99	S20_20180318_060002.wav_5743	GreyGibbon
