Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	4801	4813	100	2000	0.99	S18_20180418_060002.wav_4801	GreyGibbon
1	Spectrogram 1	1	4801	4813	100	2000	0.99	S18_20180418_060002.wav_4801	GreyGibbon
2	Spectrogram 1	1	5251	5263	100	2000	0.99	S18_20180418_060002.wav_5251	GreyGibbon
3	Spectrogram 1	1	5281	5293	100	2000	0.98	S18_20180418_060002.wav_5281	GreyGibbon
4	Spectrogram 1	1	5311	5323	100	2000	0.99	S18_20180418_060002.wav_5311	GreyGibbon
5	Spectrogram 1	1	5341	5353	100	2000	1	S18_20180418_060002.wav_5341	GreyGibbon
6	Spectrogram 1	1	5371	5383	100	2000	0.99	S18_20180418_060002.wav_5371	GreyGibbon
7	Spectrogram 1	1	5401	5413	100	2000	1	S18_20180418_060002.wav_5401	GreyGibbon
1	Spectrogram 1	1	5407	5419	100	2000	0.77	S18_20180418_060002.wav_5407	GreyGibbon
2	Spectrogram 1	1	5443	5455	100	2000	1	S18_20180418_060002.wav_5443	GreyGibbon
3	Spectrogram 1	1	5485	5497	100	2000	0.97	S18_20180418_060002.wav_5485	GreyGibbon
4	Spectrogram 1	1	5515	5527	100	2000	1	S18_20180418_060002.wav_5515	GreyGibbon
5	Spectrogram 1	1	5545	5557	100	2000	0.94	S18_20180418_060002.wav_5545	GreyGibbon
6	Spectrogram 1	1	5581	5593	100	2000	1	S18_20180418_060002.wav_5581	GreyGibbon
7	Spectrogram 1	1	5611	5623	100	2000	1	S18_20180418_060002.wav_5611	GreyGibbon
8	Spectrogram 1	1	5647	5659	100	2000	1	S18_20180418_060002.wav_5647	GreyGibbon
9	Spectrogram 1	1	5689	5701	100	2000	1	S18_20180418_060002.wav_5689	GreyGibbon
10	Spectrogram 1	1	5743	5755	100	2000	0.99	S18_20180418_060002.wav_5743	GreyGibbon
