Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	4957	4969	100	2000	0.99	S11_20180227_060002.wav_4957	GreyGibbon
2	Spectrogram 1	1	5005	5017	100	2000	0.94	S11_20180227_060002.wav_5005	GreyGibbon
3	Spectrogram 1	1	5089	5101	100	2000	0.99	S11_20180227_060002.wav_5089	GreyGibbon
4	Spectrogram 1	1	5125	5137	100	2000	0.53	S11_20180227_060002.wav_5125	GreyGibbon
5	Spectrogram 1	1	5179	5191	100	2000	0.84	S11_20180227_060002.wav_5179	GreyGibbon
6	Spectrogram 1	1	5221	5233	100	2000	0.99	S11_20180227_060002.wav_5221	GreyGibbon
7	Spectrogram 1	1	5281	5293	100	2000	0.98	S11_20180227_060002.wav_5281	GreyGibbon
8	Spectrogram 1	1	5377	5389	100	2000	0.98	S11_20180227_060002.wav_5377	GreyGibbon
1	Spectrogram 1	1	5443	5455	100	2000	1	S11_20180227_060002.wav_5443	GreyGibbon
2	Spectrogram 1	1	5545	5557	100	2000	1	S11_20180227_060002.wav_5545	GreyGibbon
3	Spectrogram 1	1	5629	5641	100	2000	0.85	S11_20180227_060002.wav_5629	GreyGibbon
4	Spectrogram 1	1	5677	5689	100	2000	0.97	S11_20180227_060002.wav_5677	GreyGibbon
5	Spectrogram 1	1	5791	5803	100	2000	0.97	S11_20180227_060002.wav_5791	GreyGibbon
1	Spectrogram 1	1	6061	6073	100	2000	0.99	S11_20180227_060002.wav_6061	GreyGibbon
2	Spectrogram 1	1	6625	6637	100	2000	1	S11_20180227_060002.wav_6625	GreyGibbon
3	Spectrogram 1	1	6727	6739	100	2000	1	S11_20180227_060002.wav_6727	GreyGibbon
4	Spectrogram 1	1	6835	6847	100	2000	0.97	S11_20180227_060002.wav_6835	GreyGibbon
5	Spectrogram 1	1	6883	6895	100	2000	1	S11_20180227_060002.wav_6883	GreyGibbon
