Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2359	2371	100	2000	0.62	S17_20180411_060002.wav_2359	GreyGibbon
1	Spectrogram 1	1	2503	2515	100	2000	0.98	S17_20180411_060002.wav_2503	GreyGibbon
2	Spectrogram 1	1	2647	2659	100	2000	0.97	S17_20180411_060002.wav_2647	GreyGibbon
3	Spectrogram 1	1	2773	2785	100	2000	1	S17_20180411_060002.wav_2773	GreyGibbon
4	Spectrogram 1	1	2953	2965	100	2000	0.66	S17_20180411_060002.wav_2953	GreyGibbon
1	Spectrogram 1	1	3055	3067	100	2000	1	S17_20180411_060002.wav_3055	GreyGibbon
2	Spectrogram 1	1	3109	3121	100	2000	0.99	S17_20180411_060002.wav_3109	GreyGibbon
3	Spectrogram 1	1	3169	3181	100	2000	1	S17_20180411_060002.wav_3169	GreyGibbon
4	Spectrogram 1	1	3223	3235	100	2000	1	S17_20180411_060002.wav_3223	GreyGibbon
5	Spectrogram 1	1	3331	3343	100	2000	1	S17_20180411_060002.wav_3331	GreyGibbon
6	Spectrogram 1	1	3385	3397	100	2000	1	S17_20180411_060002.wav_3385	GreyGibbon
7	Spectrogram 1	1	3439	3451	100	2000	1	S17_20180411_060002.wav_3439	GreyGibbon
8	Spectrogram 1	1	3517	3529	100	2000	0.99	S17_20180411_060002.wav_3517	GreyGibbon
9	Spectrogram 1	1	3583	3595	100	2000	1	S17_20180411_060002.wav_3583	GreyGibbon
1	Spectrogram 1	1	3661	3673	100	2000	1	S17_20180411_060002.wav_3661	GreyGibbon
2	Spectrogram 1	1	3721	3733	100	2000	0.54	S17_20180411_060002.wav_3721	GreyGibbon
3	Spectrogram 1	1	3745	3757	100	2000	1	S17_20180411_060002.wav_3745	GreyGibbon
4	Spectrogram 1	1	3823	3835	100	2000	1	S17_20180411_060002.wav_3823	GreyGibbon
5	Spectrogram 1	1	3919	3931	100	2000	1	S17_20180411_060002.wav_3919	GreyGibbon
6	Spectrogram 1	1	3985	3997	100	2000	1	S17_20180411_060002.wav_3985	GreyGibbon
7	Spectrogram 1	1	4069	4081	100	2000	1	S17_20180411_060002.wav_4069	GreyGibbon
8	Spectrogram 1	1	4153	4165	100	2000	1	S17_20180411_060002.wav_4153	GreyGibbon
1	Spectrogram 1	1	4279	4291	100	2000	0.76	S17_20180411_060002.wav_4279	GreyGibbon
2	Spectrogram 1	1	4381	4393	100	2000	0.96	S17_20180411_060002.wav_4381	GreyGibbon
3	Spectrogram 1	1	4783	4795	100	2000	0.57	S17_20180411_060002.wav_4783	GreyGibbon
1	Spectrogram 1	1	4825	4837	100	2000	0.94	S17_20180411_060002.wav_4825	GreyGibbon
2	Spectrogram 1	1	4867	4879	100	2000	0.98	S17_20180411_060002.wav_4867	GreyGibbon
3	Spectrogram 1	1	5023	5035	100	2000	0.61	S17_20180411_060002.wav_5023	GreyGibbon
4	Spectrogram 1	1	5167	5179	100	2000	0.88	S17_20180411_060002.wav_5167	GreyGibbon
