Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3577	3589	100	2000	0.5	S19_20180427_060002.wav_3577	GreyGibbon
1	Spectrogram 1	1	3703	3715	100	2000	0.98	S19_20180427_060002.wav_3703	GreyGibbon
2	Spectrogram 1	1	3775	3787	100	2000	0.99	S19_20180427_060002.wav_3775	GreyGibbon
3	Spectrogram 1	1	3943	3955	100	2000	0.97	S19_20180427_060002.wav_3943	GreyGibbon
4	Spectrogram 1	1	4075	4087	100	2000	0.97	S19_20180427_060002.wav_4075	GreyGibbon
5	Spectrogram 1	1	4177	4189	100	2000	0.62	S19_20180427_060002.wav_4177	GreyGibbon
1	Spectrogram 1	1	4837	4849	100	2000	1	S19_20180427_060002.wav_4837	GreyGibbon
2	Spectrogram 1	1	4867	4879	100	2000	1	S19_20180427_060002.wav_4867	GreyGibbon
3	Spectrogram 1	1	4921	4933	100	2000	1	S19_20180427_060002.wav_4921	GreyGibbon
4	Spectrogram 1	1	4969	4981	100	2000	1	S19_20180427_060002.wav_4969	GreyGibbon
5	Spectrogram 1	1	5053	5065	100	2000	1	S19_20180427_060002.wav_5053	GreyGibbon
6	Spectrogram 1	1	5101	5113	100	2000	0.97	S19_20180427_060002.wav_5101	GreyGibbon
7	Spectrogram 1	1	5191	5203	100	2000	1	S19_20180427_060002.wav_5191	GreyGibbon
8	Spectrogram 1	1	5257	5269	100	2000	1	S19_20180427_060002.wav_5257	GreyGibbon
9	Spectrogram 1	1	5311	5323	100	2000	1	S19_20180427_060002.wav_5311	GreyGibbon
10	Spectrogram 1	1	5383	5395	100	2000	1	S19_20180427_060002.wav_5383	GreyGibbon
1	Spectrogram 1	1	5431	5443	100	2000	1	S19_20180427_060002.wav_5431	GreyGibbon
