Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1123	1135	100	2000	1	S14_20180308_060002.wav_1123	GreyGibbon
2	Spectrogram 1	1	1189	1201	100	2000	1	S14_20180308_060002.wav_1189	GreyGibbon
3	Spectrogram 1	1	997	1009	100	2000	0.85	S14_20180308_060002.wav_997	GreyGibbon
1	Spectrogram 1	1	1303	1315	100	2000	1	S14_20180308_060002.wav_1303	GreyGibbon
2	Spectrogram 1	1	1399	1411	100	2000	1	S14_20180308_060002.wav_1399	GreyGibbon
3	Spectrogram 1	1	1531	1543	100	2000	1	S14_20180308_060002.wav_1531	GreyGibbon
1	Spectrogram 1	1	4201	4213	100	2000	0.67	S14_20180308_060002.wav_4201	GreyGibbon
1	Spectrogram 1	1	4201	4213	100	2000	0.67	S14_20180308_060002.wav_4201	GreyGibbon
1	Spectrogram 1	1	4951	4963	100	2000	1	S14_20180308_060002.wav_4951	GreyGibbon
2	Spectrogram 1	1	4987	4999	100	2000	0.55	S14_20180308_060002.wav_4987	GreyGibbon
3	Spectrogram 1	1	5119	5131	100	2000	0.95	S14_20180308_060002.wav_5119	GreyGibbon
4	Spectrogram 1	1	5167	5179	100	2000	0.96	S14_20180308_060002.wav_5167	GreyGibbon
5	Spectrogram 1	1	5221	5233	100	2000	0.59	S14_20180308_060002.wav_5221	GreyGibbon
6	Spectrogram 1	1	5359	5371	100	2000	0.73	S14_20180308_060002.wav_5359	GreyGibbon
1	Spectrogram 1	1	5413	5425	100	2000	1	S14_20180308_060002.wav_5413	GreyGibbon
2	Spectrogram 1	1	5491	5503	100	2000	1	S14_20180308_060002.wav_5491	GreyGibbon
3	Spectrogram 1	1	5557	5569	100	2000	1	S14_20180308_060002.wav_5557	GreyGibbon
4	Spectrogram 1	1	5641	5653	100	2000	1	S14_20180308_060002.wav_5641	GreyGibbon
