Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3937	3949	100	2000	0.54	S19_20180624_060002.wav_3937	GreyGibbon
2	Spectrogram 1	1	3967	3979	100	2000	1	S19_20180624_060002.wav_3967	GreyGibbon
3	Spectrogram 1	1	4057	4069	100	2000	0.97	S19_20180624_060002.wav_4057	GreyGibbon
1	Spectrogram 1	1	4291	4303	100	2000	0.99	S19_20180624_060002.wav_4291	GreyGibbon
2	Spectrogram 1	1	4333	4345	100	2000	0.53	S19_20180624_060002.wav_4333	GreyGibbon
3	Spectrogram 1	1	4393	4405	100	2000	1	S19_20180624_060002.wav_4393	GreyGibbon
4	Spectrogram 1	1	4447	4459	100	2000	1	S19_20180624_060002.wav_4447	GreyGibbon
5	Spectrogram 1	1	4501	4513	100	2000	1	S19_20180624_060002.wav_4501	GreyGibbon
6	Spectrogram 1	1	4627	4639	100	2000	1	S19_20180624_060002.wav_4627	GreyGibbon
7	Spectrogram 1	1	4705	4717	100	2000	1	S19_20180624_060002.wav_4705	GreyGibbon
8	Spectrogram 1	1	4777	4789	100	2000	0.99	S19_20180624_060002.wav_4777	GreyGibbon
1	Spectrogram 1	1	4843	4855	100	2000	0.99	S19_20180624_060002.wav_4843	GreyGibbon
2	Spectrogram 1	1	4915	4927	100	2000	0.94	S19_20180624_060002.wav_4915	GreyGibbon
3	Spectrogram 1	1	4987	4999	100	2000	1	S19_20180624_060002.wav_4987	GreyGibbon
4	Spectrogram 1	1	5059	5071	100	2000	1	S19_20180624_060002.wav_5059	GreyGibbon
5	Spectrogram 1	1	5215	5227	100	2000	1	S19_20180624_060002.wav_5215	GreyGibbon
