Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	127	139	100	3000	1	R1058_WA_20221002_060002.wav_127	CrestedGibbon
2	Spectrogram 1	1	133	145	100	3000	0.98	R1058_WA_20221002_060002.wav_133	CrestedGibbon
3	Spectrogram 1	1	211	223	100	3000	0.97	R1058_WA_20221002_060002.wav_211	CrestedGibbon
4	Spectrogram 1	1	373	385	100	3000	0.93	R1058_WA_20221002_060002.wav_373	CrestedGibbon
5	Spectrogram 1	1	451	463	100	3000	0.91	R1058_WA_20221002_060002.wav_451	CrestedGibbon
6	Spectrogram 1	1	541	553	100	3000	0.94	R1058_WA_20221002_060002.wav_541	CrestedGibbon
7	Spectrogram 1	1	601	613	100	3000	0.95	R1058_WA_20221002_060002.wav_601	CrestedGibbon
8	Spectrogram 1	1	67	79	100	3000	0.99	R1058_WA_20221002_060002.wav_67	CrestedGibbon
9	Spectrogram 1	1	73	85	100	3000	1	R1058_WA_20221002_060002.wav_73	CrestedGibbon
1	Spectrogram 1	1	1057	1069	100	3000	0.92	R1058_WA_20221002_060002.wav_1057	CrestedGibbon
2	Spectrogram 1	1	607	619	100	3000	1	R1058_WA_20221002_060002.wav_607	CrestedGibbon
3	Spectrogram 1	1	769	781	100	3000	0.99	R1058_WA_20221002_060002.wav_769	CrestedGibbon
4	Spectrogram 1	1	949	961	100	3000	0.93	R1058_WA_20221002_060002.wav_949	CrestedGibbon
1	Spectrogram 1	1	1213	1225	100	3000	0.99	R1058_WA_20221002_060002.wav_1213	CrestedGibbon
2	Spectrogram 1	1	1297	1309	100	3000	0.97	R1058_WA_20221002_060002.wav_1297	CrestedGibbon
3	Spectrogram 1	1	1363	1375	100	3000	0.98	R1058_WA_20221002_060002.wav_1363	CrestedGibbon
4	Spectrogram 1	1	1453	1465	100	3000	0.99	R1058_WA_20221002_060002.wav_1453	CrestedGibbon
5	Spectrogram 1	1	1543	1555	100	3000	0.98	R1058_WA_20221002_060002.wav_1543	CrestedGibbon
6	Spectrogram 1	1	1651	1663	100	3000	0.98	R1058_WA_20221002_060002.wav_1651	CrestedGibbon
1	Spectrogram 1	1	1807	1819	100	3000	0.95	R1058_WA_20221002_060002.wav_1807	CrestedGibbon
2	Spectrogram 1	1	1987	1999	100	3000	0.99	R1058_WA_20221002_060002.wav_1987	CrestedGibbon
3	Spectrogram 1	1	2257	2269	100	3000	0.92	R1058_WA_20221002_060002.wav_2257	CrestedGibbon
