Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2287	2299	100	3000	1	R1049_WA_20221022_050002.wav_2287	CrestedGibbon
2	Spectrogram 1	1	2329	2341	100	3000	0.99	R1049_WA_20221022_050002.wav_2329	CrestedGibbon
3	Spectrogram 1	1	2365	2377	100	3000	0.98	R1049_WA_20221022_050002.wav_2365	CrestedGibbon
1	Spectrogram 1	1	2431	2443	100	3000	1	R1049_WA_20221022_050002.wav_2431	CrestedGibbon
2	Spectrogram 1	1	2485	2497	100	3000	0.99	R1049_WA_20221022_050002.wav_2485	CrestedGibbon
3	Spectrogram 1	1	2563	2575	100	3000	0.99	R1049_WA_20221022_050002.wav_2563	CrestedGibbon
4	Spectrogram 1	1	2629	2641	100	3000	1	R1049_WA_20221022_050002.wav_2629	CrestedGibbon
5	Spectrogram 1	1	2803	2815	100	3000	0.98	R1049_WA_20221022_050002.wav_2803	CrestedGibbon
6	Spectrogram 1	1	2929	2941	100	3000	0.96	R1049_WA_20221022_050002.wav_2929	CrestedGibbon
7	Spectrogram 1	1	3013	3025	100	3000	1	R1049_WA_20221022_050002.wav_3013	CrestedGibbon
8	Spectrogram 1	1	3031	3043	100	3000	0.99	R1049_WA_20221022_050002.wav_3031	CrestedGibbon
9	Spectrogram 1	1	3139	3151	100	3000	0.99	R1049_WA_20221022_050002.wav_3139	CrestedGibbon
10	Spectrogram 1	1	3247	3259	100	3000	1	R1049_WA_20221022_050002.wav_3247	CrestedGibbon
11	Spectrogram 1	1	3457	3469	100	3000	1	R1049_WA_20221022_050002.wav_3457	CrestedGibbon
12	Spectrogram 1	1	3577	3589	100	3000	1	R1049_WA_20221022_050002.wav_3577	CrestedGibbon
