Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1063	1075	100	3000	1	R1056_WA_20221024_060002.wav_1063	CrestedGibbon
2	Spectrogram 1	1	1141	1153	100	3000	1	R1056_WA_20221024_060002.wav_1141	CrestedGibbon
3	Spectrogram 1	1	625	637	100	3000	1	R1056_WA_20221024_060002.wav_625	CrestedGibbon
4	Spectrogram 1	1	673	685	100	3000	1	R1056_WA_20221024_060002.wav_673	CrestedGibbon
5	Spectrogram 1	1	721	733	100	3000	1	R1056_WA_20221024_060002.wav_721	CrestedGibbon
6	Spectrogram 1	1	775	787	100	3000	0.99	R1056_WA_20221024_060002.wav_775	CrestedGibbon
7	Spectrogram 1	1	835	847	100	3000	1	R1056_WA_20221024_060002.wav_835	CrestedGibbon
8	Spectrogram 1	1	913	925	100	3000	1	R1056_WA_20221024_060002.wav_913	CrestedGibbon
9	Spectrogram 1	1	991	1003	100	3000	1	R1056_WA_20221024_060002.wav_991	CrestedGibbon
1	Spectrogram 1	1	1213	1225	100	3000	0.94	R1056_WA_20221024_060002.wav_1213	CrestedGibbon
2	Spectrogram 1	1	1249	1261	100	3000	1	R1056_WA_20221024_060002.wav_1249	CrestedGibbon
3	Spectrogram 1	1	1279	1291	100	3000	0.96	R1056_WA_20221024_060002.wav_1279	CrestedGibbon
4	Spectrogram 1	1	1309	1321	100	3000	1	R1056_WA_20221024_060002.wav_1309	CrestedGibbon
5	Spectrogram 1	1	1339	1351	100	3000	0.99	R1056_WA_20221024_060002.wav_1339	CrestedGibbon
6	Spectrogram 1	1	1411	1423	100	3000	1	R1056_WA_20221024_060002.wav_1411	CrestedGibbon
7	Spectrogram 1	1	1447	1459	100	3000	0.99	R1056_WA_20221024_060002.wav_1447	CrestedGibbon
8	Spectrogram 1	1	1501	1513	100	3000	0.99	R1056_WA_20221024_060002.wav_1501	CrestedGibbon
9	Spectrogram 1	1	1603	1615	100	3000	0.94	R1056_WA_20221024_060002.wav_1603	CrestedGibbon
10	Spectrogram 1	1	1675	1687	100	3000	0.99	R1056_WA_20221024_060002.wav_1675	CrestedGibbon
11	Spectrogram 1	1	1783	1795	100	3000	0.99	R1056_WA_20221024_060002.wav_1783	CrestedGibbon
