Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2113	2125	100	3000	0.97	R1057_WA_20220814_050002.wav_2113	CrestedGibbon
2	Spectrogram 1	1	2209	2221	100	3000	0.97	R1057_WA_20220814_050002.wav_2209	CrestedGibbon
3	Spectrogram 1	1	2287	2299	100	3000	0.93	R1057_WA_20220814_050002.wav_2287	CrestedGibbon
4	Spectrogram 1	1	2311	2323	100	3000	0.98	R1057_WA_20220814_050002.wav_2311	CrestedGibbon
5	Spectrogram 1	1	2371	2383	100	3000	0.95	R1057_WA_20220814_050002.wav_2371	CrestedGibbon
1	Spectrogram 1	1	2419	2431	100	3000	0.96	R1057_WA_20220814_050002.wav_2419	CrestedGibbon
2	Spectrogram 1	1	2467	2479	100	3000	0.97	R1057_WA_20220814_050002.wav_2467	CrestedGibbon
3	Spectrogram 1	1	2491	2503	100	3000	0.92	R1057_WA_20220814_050002.wav_2491	CrestedGibbon
4	Spectrogram 1	1	2539	2551	100	3000	0.93	R1057_WA_20220814_050002.wav_2539	CrestedGibbon
5	Spectrogram 1	1	2599	2611	100	3000	0.93	R1057_WA_20220814_050002.wav_2599	CrestedGibbon
6	Spectrogram 1	1	2623	2635	100	3000	0.98	R1057_WA_20220814_050002.wav_2623	CrestedGibbon
7	Spectrogram 1	1	2773	2785	100	3000	0.99	R1057_WA_20220814_050002.wav_2773	CrestedGibbon
8	Spectrogram 1	1	2857	2869	100	3000	0.9	R1057_WA_20220814_050002.wav_2857	CrestedGibbon
9	Spectrogram 1	1	2971	2983	100	3000	0.95	R1057_WA_20220814_050002.wav_2971	CrestedGibbon
