Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2155	2167	100	3000	0.99	R1058_WA_20221103_050002.wav_2155	CrestedGibbon
2	Spectrogram 1	1	2227	2239	100	3000	0.99	R1058_WA_20221103_050002.wav_2227	CrestedGibbon
3	Spectrogram 1	1	2275	2287	100	3000	0.99	R1058_WA_20221103_050002.wav_2275	CrestedGibbon
4	Spectrogram 1	1	2323	2335	100	3000	0.98	R1058_WA_20221103_050002.wav_2323	CrestedGibbon
5	Spectrogram 1	1	2377	2389	100	3000	1	R1058_WA_20221103_050002.wav_2377	CrestedGibbon
6	Spectrogram 1	1	2401	2413	100	3000	1	R1058_WA_20221103_050002.wav_2401	CrestedGibbon
1	Spectrogram 1	1	2407	2419	100	3000	0.95	R1058_WA_20221103_050002.wav_2407	CrestedGibbon
2	Spectrogram 1	1	2437	2449	100	3000	0.99	R1058_WA_20221103_050002.wav_2437	CrestedGibbon
3	Spectrogram 1	1	2527	2539	100	3000	1	R1058_WA_20221103_050002.wav_2527	CrestedGibbon
4	Spectrogram 1	1	2545	2557	100	3000	1	R1058_WA_20221103_050002.wav_2545	CrestedGibbon
5	Spectrogram 1	1	2599	2611	100	3000	0.91	R1058_WA_20221103_050002.wav_2599	CrestedGibbon
6	Spectrogram 1	1	2629	2641	100	3000	0.99	R1058_WA_20221103_050002.wav_2629	CrestedGibbon
7	Spectrogram 1	1	2659	2671	100	3000	1	R1058_WA_20221103_050002.wav_2659	CrestedGibbon
8	Spectrogram 1	1	2701	2713	100	3000	0.95	R1058_WA_20221103_050002.wav_2701	CrestedGibbon
9	Spectrogram 1	1	2767	2779	100	3000	0.96	R1058_WA_20221103_050002.wav_2767	CrestedGibbon
10	Spectrogram 1	1	2803	2815	100	3000	1	R1058_WA_20221103_050002.wav_2803	CrestedGibbon
