Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2593	2605	100	3000	0.99	R1052_WA_20221101_050002.wav_2593	CrestedGibbon
2	Spectrogram 1	1	2695	2707	100	3000	0.98	R1052_WA_20221101_050002.wav_2695	CrestedGibbon
3	Spectrogram 1	1	2773	2785	100	3000	1	R1052_WA_20221101_050002.wav_2773	CrestedGibbon
4	Spectrogram 1	1	2809	2821	100	3000	0.93	R1052_WA_20221101_050002.wav_2809	CrestedGibbon
5	Spectrogram 1	1	2851	2863	100	3000	1	R1052_WA_20221101_050002.wav_2851	CrestedGibbon
6	Spectrogram 1	1	2875	2887	100	3000	0.98	R1052_WA_20221101_050002.wav_2875	CrestedGibbon
7	Spectrogram 1	1	2917	2929	100	3000	1	R1052_WA_20221101_050002.wav_2917	CrestedGibbon
8	Spectrogram 1	1	2959	2971	100	3000	0.95	R1052_WA_20221101_050002.wav_2959	CrestedGibbon
9	Spectrogram 1	1	3001	3013	100	3000	1	R1052_WA_20221101_050002.wav_3001	CrestedGibbon
10	Spectrogram 1	1	3073	3085	100	3000	0.91	R1052_WA_20221101_050002.wav_3073	CrestedGibbon
11	Spectrogram 1	1	3091	3103	100	3000	0.99	R1052_WA_20221101_050002.wav_3091	CrestedGibbon
12	Spectrogram 1	1	3121	3133	100	3000	0.92	R1052_WA_20221101_050002.wav_3121	CrestedGibbon
13	Spectrogram 1	1	3199	3211	100	3000	1	R1052_WA_20221101_050002.wav_3199	CrestedGibbon
14	Spectrogram 1	1	3283	3295	100	3000	0.99	R1052_WA_20221101_050002.wav_3283	CrestedGibbon
15	Spectrogram 1	1	3313	3325	100	3000	0.93	R1052_WA_20221101_050002.wav_3313	CrestedGibbon
16	Spectrogram 1	1	3403	3415	100	3000	1	R1052_WA_20221101_050002.wav_3403	CrestedGibbon
17	Spectrogram 1	1	3475	3487	100	3000	1	R1052_WA_20221101_050002.wav_3475	CrestedGibbon
18	Spectrogram 1	1	3547	3559	100	3000	1	R1052_WA_20221101_050002.wav_3547	CrestedGibbon
