Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2623	2635	100	3000	1	R1057_WA_20220911_050002.wav_2623	CrestedGibbon
2	Spectrogram 1	1	2677	2689	100	3000	0.99	R1057_WA_20220911_050002.wav_2677	CrestedGibbon
3	Spectrogram 1	1	2743	2755	100	3000	0.92	R1057_WA_20220911_050002.wav_2743	CrestedGibbon
4	Spectrogram 1	1	2809	2821	100	3000	0.98	R1057_WA_20220911_050002.wav_2809	CrestedGibbon
5	Spectrogram 1	1	2845	2857	100	3000	1	R1057_WA_20220911_050002.wav_2845	CrestedGibbon
6	Spectrogram 1	1	2923	2935	100	3000	0.99	R1057_WA_20220911_050002.wav_2923	CrestedGibbon
7	Spectrogram 1	1	3055	3067	100	3000	0.92	R1057_WA_20220911_050002.wav_3055	CrestedGibbon
8	Spectrogram 1	1	3091	3103	100	3000	0.99	R1057_WA_20220911_050002.wav_3091	CrestedGibbon
9	Spectrogram 1	1	3163	3175	100	3000	1	R1057_WA_20220911_050002.wav_3163	CrestedGibbon
10	Spectrogram 1	1	3193	3205	100	3000	0.94	R1057_WA_20220911_050002.wav_3193	CrestedGibbon
11	Spectrogram 1	1	3265	3277	100	3000	0.96	R1057_WA_20220911_050002.wav_3265	CrestedGibbon
12	Spectrogram 1	1	3301	3313	100	3000	1	R1057_WA_20220911_050002.wav_3301	CrestedGibbon
13	Spectrogram 1	1	3343	3355	100	3000	0.93	R1057_WA_20220911_050002.wav_3343	CrestedGibbon
14	Spectrogram 1	1	3367	3379	100	3000	0.99	R1057_WA_20220911_050002.wav_3367	CrestedGibbon
15	Spectrogram 1	1	3391	3403	100	3000	1	R1057_WA_20220911_050002.wav_3391	CrestedGibbon
16	Spectrogram 1	1	3445	3457	100	3000	0.92	R1057_WA_20220911_050002.wav_3445	CrestedGibbon
17	Spectrogram 1	1	3463	3475	100	3000	1	R1057_WA_20220911_050002.wav_3463	CrestedGibbon
18	Spectrogram 1	1	3517	3529	100	3000	0.99	R1057_WA_20220911_050002.wav_3517	CrestedGibbon
