Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2431	2443	100	3000	0.96	R1058_WA_20220918_050002.wav_2431	CrestedGibbon
2	Spectrogram 1	1	2527	2539	100	3000	0.99	R1058_WA_20220918_050002.wav_2527	CrestedGibbon
3	Spectrogram 1	1	2569	2581	100	3000	1	R1058_WA_20220918_050002.wav_2569	CrestedGibbon
4	Spectrogram 1	1	2611	2623	100	3000	0.93	R1058_WA_20220918_050002.wav_2611	CrestedGibbon
5	Spectrogram 1	1	2641	2653	100	3000	0.94	R1058_WA_20220918_050002.wav_2641	CrestedGibbon
6	Spectrogram 1	1	2665	2677	100	3000	0.98	R1058_WA_20220918_050002.wav_2665	CrestedGibbon
7	Spectrogram 1	1	2689	2701	100	3000	0.99	R1058_WA_20220918_050002.wav_2689	CrestedGibbon
8	Spectrogram 1	1	2713	2725	100	3000	0.99	R1058_WA_20220918_050002.wav_2713	CrestedGibbon
9	Spectrogram 1	1	2737	2749	100	3000	0.99	R1058_WA_20220918_050002.wav_2737	CrestedGibbon
10	Spectrogram 1	1	2767	2779	100	3000	0.98	R1058_WA_20220918_050002.wav_2767	CrestedGibbon
11	Spectrogram 1	1	2815	2827	100	3000	0.95	R1058_WA_20220918_050002.wav_2815	CrestedGibbon
12	Spectrogram 1	1	2833	2845	100	3000	0.99	R1058_WA_20220918_050002.wav_2833	CrestedGibbon
13	Spectrogram 1	1	2863	2875	100	3000	0.97	R1058_WA_20220918_050002.wav_2863	CrestedGibbon
14	Spectrogram 1	1	2887	2899	100	3000	0.9	R1058_WA_20220918_050002.wav_2887	CrestedGibbon
15	Spectrogram 1	1	2899	2911	100	3000	0.95	R1058_WA_20220918_050002.wav_2899	CrestedGibbon
16	Spectrogram 1	1	2929	2941	100	3000	0.93	R1058_WA_20220918_050002.wav_2929	CrestedGibbon
17	Spectrogram 1	1	2971	2983	100	3000	0.99	R1058_WA_20220918_050002.wav_2971	CrestedGibbon
