Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2377	2389	100	3000	0.94	R1058_WA_20220909_050002.wav_2377	CrestedGibbon
1	Spectrogram 1	1	2623	2635	100	3000	0.95	R1058_WA_20220909_050002.wav_2623	CrestedGibbon
2	Spectrogram 1	1	2719	2731	100	3000	0.92	R1058_WA_20220909_050002.wav_2719	CrestedGibbon
3	Spectrogram 1	1	2743	2755	100	3000	0.92	R1058_WA_20220909_050002.wav_2743	CrestedGibbon
4	Spectrogram 1	1	2767	2779	100	3000	0.91	R1058_WA_20220909_050002.wav_2767	CrestedGibbon
5	Spectrogram 1	1	2785	2797	100	3000	0.98	R1058_WA_20220909_050002.wav_2785	CrestedGibbon
6	Spectrogram 1	1	2809	2821	100	3000	0.99	R1058_WA_20220909_050002.wav_2809	CrestedGibbon
7	Spectrogram 1	1	3235	3247	100	3000	0.99	R1058_WA_20220909_050002.wav_3235	CrestedGibbon
8	Spectrogram 1	1	3271	3283	100	3000	0.99	R1058_WA_20220909_050002.wav_3271	CrestedGibbon
9	Spectrogram 1	1	3349	3361	100	3000	0.98	R1058_WA_20220909_050002.wav_3349	CrestedGibbon
10	Spectrogram 1	1	3403	3415	100	3000	0.99	R1058_WA_20220909_050002.wav_3403	CrestedGibbon
11	Spectrogram 1	1	3475	3487	100	3000	0.99	R1058_WA_20220909_050002.wav_3475	CrestedGibbon
12	Spectrogram 1	1	3535	3547	100	3000	0.99	R1058_WA_20220909_050002.wav_3535	CrestedGibbon
