Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2965	2977	100	3000	0.97	R1058_WA_20221117_050002.wav_2965	CrestedGibbon
2	Spectrogram 1	1	3013	3025	100	3000	0.98	R1058_WA_20221117_050002.wav_3013	CrestedGibbon
3	Spectrogram 1	1	3073	3085	100	3000	0.91	R1058_WA_20221117_050002.wav_3073	CrestedGibbon
4	Spectrogram 1	1	3103	3115	100	3000	0.98	R1058_WA_20221117_050002.wav_3103	CrestedGibbon
5	Spectrogram 1	1	3181	3193	100	3000	0.95	R1058_WA_20221117_050002.wav_3181	CrestedGibbon
6	Spectrogram 1	1	3223	3235	100	3000	0.98	R1058_WA_20221117_050002.wav_3223	CrestedGibbon
7	Spectrogram 1	1	3265	3277	100	3000	0.99	R1058_WA_20221117_050002.wav_3265	CrestedGibbon
8	Spectrogram 1	1	3295	3307	100	3000	1	R1058_WA_20221117_050002.wav_3295	CrestedGibbon
9	Spectrogram 1	1	3349	3361	100	3000	0.98	R1058_WA_20221117_050002.wav_3349	CrestedGibbon
10	Spectrogram 1	1	3385	3397	100	3000	0.99	R1058_WA_20221117_050002.wav_3385	CrestedGibbon
11	Spectrogram 1	1	3433	3445	100	3000	0.98	R1058_WA_20221117_050002.wav_3433	CrestedGibbon
12	Spectrogram 1	1	3451	3463	100	3000	0.99	R1058_WA_20221117_050002.wav_3451	CrestedGibbon
13	Spectrogram 1	1	3475	3487	100	3000	0.99	R1058_WA_20221117_050002.wav_3475	CrestedGibbon
14	Spectrogram 1	1	3505	3517	100	3000	0.99	R1058_WA_20221117_050002.wav_3505	CrestedGibbon
15	Spectrogram 1	1	3529	3541	100	3000	0.99	R1058_WA_20221117_050002.wav_3529	CrestedGibbon
16	Spectrogram 1	1	3577	3589	100	3000	1	R1058_WA_20221117_050002.wav_3577	CrestedGibbon
