Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2281	2293	100	3000	0.98	R1056_WA_20220801_050002.wav_2281	CrestedGibbon
1	Spectrogram 1	1	2485	2497	100	3000	0.96	R1056_WA_20220801_050002.wav_2485	CrestedGibbon
2	Spectrogram 1	1	2521	2533	100	3000	1	R1056_WA_20220801_050002.wav_2521	CrestedGibbon
3	Spectrogram 1	1	2581	2593	100	3000	1	R1056_WA_20220801_050002.wav_2581	CrestedGibbon
4	Spectrogram 1	1	2611	2623	100	3000	0.9	R1056_WA_20220801_050002.wav_2611	CrestedGibbon
5	Spectrogram 1	1	2635	2647	100	3000	0.96	R1056_WA_20220801_050002.wav_2635	CrestedGibbon
6	Spectrogram 1	1	2665	2677	100	3000	0.99	R1056_WA_20220801_050002.wav_2665	CrestedGibbon
7	Spectrogram 1	1	2689	2701	100	3000	0.98	R1056_WA_20220801_050002.wav_2689	CrestedGibbon
8	Spectrogram 1	1	2725	2737	100	3000	0.94	R1056_WA_20220801_050002.wav_2725	CrestedGibbon
9	Spectrogram 1	1	2761	2773	100	3000	0.93	R1056_WA_20220801_050002.wav_2761	CrestedGibbon
10	Spectrogram 1	1	2821	2833	100	3000	0.92	R1056_WA_20220801_050002.wav_2821	CrestedGibbon
11	Spectrogram 1	1	2845	2857	100	3000	0.98	R1056_WA_20220801_050002.wav_2845	CrestedGibbon
12	Spectrogram 1	1	2857	2869	100	3000	0.92	R1056_WA_20220801_050002.wav_2857	CrestedGibbon
13	Spectrogram 1	1	2953	2965	100	3000	0.99	R1056_WA_20220801_050002.wav_2953	CrestedGibbon
14	Spectrogram 1	1	3055	3067	100	3000	1	R1056_WA_20220801_050002.wav_3055	CrestedGibbon
15	Spectrogram 1	1	3127	3139	100	3000	0.92	R1056_WA_20220801_050002.wav_3127	CrestedGibbon
16	Spectrogram 1	1	3175	3187	100	3000	1	R1056_WA_20220801_050002.wav_3175	CrestedGibbon
17	Spectrogram 1	1	3295	3307	100	3000	0.93	R1056_WA_20220801_050002.wav_3295	CrestedGibbon
18	Spectrogram 1	1	3379	3391	100	3000	0.98	R1056_WA_20220801_050002.wav_3379	CrestedGibbon
19	Spectrogram 1	1	3523	3535	100	3000	0.99	R1056_WA_20220801_050002.wav_3523	CrestedGibbon
