Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1705	1717	100	3000	0.94	R1057_WA_20220802_050002.wav_1705	CrestedGibbon
2	Spectrogram 1	1	1759	1771	100	3000	0.98	R1057_WA_20220802_050002.wav_1759	CrestedGibbon
1	Spectrogram 1	1	1813	1825	100	3000	1	R1057_WA_20220802_050002.wav_1813	CrestedGibbon
2	Spectrogram 1	1	1885	1897	100	3000	0.99	R1057_WA_20220802_050002.wav_1885	CrestedGibbon
3	Spectrogram 1	1	1963	1975	100	3000	0.98	R1057_WA_20220802_050002.wav_1963	CrestedGibbon
4	Spectrogram 1	1	2005	2017	100	3000	0.94	R1057_WA_20220802_050002.wav_2005	CrestedGibbon
5	Spectrogram 1	1	2137	2149	100	3000	0.96	R1057_WA_20220802_050002.wav_2137	CrestedGibbon
6	Spectrogram 1	1	2257	2269	100	3000	0.98	R1057_WA_20220802_050002.wav_2257	CrestedGibbon
7	Spectrogram 1	1	2287	2299	100	3000	0.95	R1057_WA_20220802_050002.wav_2287	CrestedGibbon
8	Spectrogram 1	1	2329	2341	100	3000	0.92	R1057_WA_20220802_050002.wav_2329	CrestedGibbon
9	Spectrogram 1	1	2353	2365	100	3000	0.97	R1057_WA_20220802_050002.wav_2353	CrestedGibbon
10	Spectrogram 1	1	2395	2407	100	3000	0.99	R1057_WA_20220802_050002.wav_2395	CrestedGibbon
1	Spectrogram 1	1	2473	2485	100	3000	0.91	R1057_WA_20220802_050002.wav_2473	CrestedGibbon
2	Spectrogram 1	1	2533	2545	100	3000	1	R1057_WA_20220802_050002.wav_2533	CrestedGibbon
